BILL_TO,DATE,DUE_DATE,INVOICE_INFO,LOGO,NOTE,NUMBER,OTHER,PO_NUMBER,SELLER_NAME,TABLE,TAX,TITLE,TOTAL,TOTAL_WORDS,_source_file
"BILL_TO:
Brad Humphrey
12754 Emily Path
Port Catherine, LA 72378 US
Tel:+(638)814-7554
Email:crystal35@example.net
Site:https://green.info/",Date: 08-Jul-2009,Due Date : 11-May-2009,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # INV/27-01/542,"TAX INVOICE

NK.NAG & CO,

Date: 08-Jul-2009

INVOICE # INV/27-01/542
PO Number :24

BILL_TO:

Brad Humphrey

12754 Emily Path

Port Catherine, LA 72378 US
Tel:+(638)814-7554
Email:crystal35@example.net
Site:https://green.info/

Due Date : 11-May-2009

16.00 | 798457 59.02 354.12
899932 _| President particular personal. 79.43 317.72

414045 42.71 256.26

16.00 | 944518 | Budget young finish tough. 38.11 228.66

. 0, .
Note: All payments to be made in cash. TREMAT (s-Seeay: S88 &

Contact us for queries on these quotations. TOTAL : 1176.05 $

Total in words: one thousand, one hundred an-
d seventy-six point zero five
",PO Number :24,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.52%):  63.83 $,TAX INVOICE,TOTAL : 1176.05 $,"Total in words:  one thousand, one hundred an-
d seventy-six point zero five",Template3_Instance119.json
"BILL_TO:
Joseph Kennedy
69526 Annette Tunnel
New Jennifer, CA 04412 US
Tel:+(362)490-9411
Email:ynicholson@example.com
Site:https://murray.net/",Invoice Date: 20-Apr-2007,Due Date : 14-Jun-2011,[],,Note:Total payment due in 14 days.,INVOICE ID 7620-634,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 20-Apr-2007
INVOICE ID 7620-634
PO Number :14

BILL_TO:

Joseph Kennedy

69526 Annette Tunnel

New Jennifer, CA 04412 US
Tel:+(362)490-9411
Email:ynicholson@example.com
Site:https://murray.net/

Due Date : 14-Jun-2011

471531 Police southern authority. 47.05
525277 45.01 90.02

599941 __| Gun experience thousand. 98.15 98.15

497409 _| Yet technoloay. 56.39 225.56

[3.00 | 270485 16.14

TAX:VAT (4.97%): 23.69 $
TOTAL : 489.97 $

Note:Total payment due in 14 days.

Total in words: four hundred and eight-
y-nine point nine seven
",PO Number :14,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.97%):  23.69 $,TAX INVOICE,TOTAL : 489.97 $,"Total in words:  four hundred and eight-
y-nine point nine seven",Template3_Instance12.json
"BILL_TO:
Darrell Burgess
380 Anderson Rapid
West Catherinestad, MT 27841 US
Tel:+(258)623-2165
Email:gracegilbert@example.net
Site:http://www.johnson-fitzpatrick.biz/",Date: 08-Aug-1996,Due Date : 30-Sep-2021,[],,Thank you for choosing us!,Invoice number 6Y8M4d-583,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 08-Aug-1996
Invoice number 6Y8M4d-583
PO Number :21

BILL_TO:

Darrell Burgess

380 Anderson Rapid

West Catherinestad, MT 27841 US
Tel:+(258)623-2165
Email:gracegilbert@example.net
Site:http://www.johnson-fitzpatrick.biz/

Due Date : 30-Sep-2021

laty lin | Deseription | Unit price | Amoun

354409 21.96

492060 _ | Special table authority. 31.84 159.20

TAX:VAT (3.25%): 5.88 $
TOTAL : 179.40 $

Thank you for choosing us!

Total in words: one hundred and sev-
enty-nine point four
",PO Number :21,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.25%):  5.88 $,COMMERCIAL INVOICE,TOTAL : 179.40 $,"Total in words:  one hundred and sev-
enty-nine point four",Template3_Instance120.json
"BILL_TO:
Tara Barnes
3732 Wright Ports
Ashleyport, VT 08388 US
Tel:+(936)717-9785
Email:joshua03@example.com
Site:https://hodges.com/",Invoice Date: 01-Jun-2012,Due Date : 22-Mar-1998,[],,Thank you for your business!,INVOICE ID 2Y8M8d-056,"INVOICE

NK.NAG & CO,

Invoice Date: 01-Jun-2012

INVOICE ID 2Y8M8d-056
PO Number :70

BILL_TO:

Tara Barnes

3732 Wright Ports

Ashleyport, VT 08388 US
Tel:+(936)717-9785
Email:joshua03@example.com
Site:https://hodges.com/

Due Date : 22-Mar-1998

16.00 | 896110 _| Through meeting project. 90.19 541.14

/4.00 | 063383 35.73 35.73

509303 _| Provide although actually.
728266 56.43 282.15

TAX:VAT (6.51%): 56.14 USD
TOTAL : 902.62 USD

Thank you for your business!

Total in words: nine hundred and -
two point six two
",PO Number :70,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.51%):  56.14 USD,INVOICE,TOTAL : 902.62 USD,"Total in words:  nine hundred and -
two point six two",Template3_Instance121.json
"BILL_TO:
Dana Mills
27019 Kelley Fields
Mitchellview, DE 11665 US
Tel:+(249)823-9384
Email:rwilson@example.org
Site:http://www.fox.com/",Invoice Date: 20-Aug-2009,Due Date : 29-Sep-1996,[],,Thank you for your business!,INVOICE # 5643-524,"COMMERCIAL INVOICE

NK.NAG & CO,

Invoice Date: 20-Aug-2009
INVOICE # 5643-524
PO Number :14

BILL_TO:

Dana Mills

27019 Kelley Fields
Mitchellview, DE 11665 US
Tel:+(249)823-9384
Email:rwilson@example.org
Site:http://www.fox.com/

Due Date : 29-Sep-1996

536895 ___| Network wish begin. 88.17 176.34

951798 _| Deal high. 49.16 98.32

14.00 | 870382 _| Along travel explain. 36.42 36.42
[2.00 | 570858 48.06 96.12

4123277 _| Whole amount you message. 46.17 184.68

TAX:VAT (6.92%): 40.94 EUR
TOTAL : 623.65 EUR

Thank you for your business!

Total in words: six hundred and twent-
y-three point six five
",PO Number :14,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.92%):  40.94 EUR,COMMERCIAL INVOICE,TOTAL : 623.65 EUR,"Total in words:  six hundred and twent-
y-three point six five",Template3_Instance122.json
"BILL_TO:
Patricia Henderson
520 Vega Court
Bullockstad, MA 53695 US
Tel:+(485)861-2180
Email:amandawu@example.com
Site:https://www.martinez.net/",Date: 10-Jul-2020,Due Date : 13-Jan-2006,[],,Thank you for your business!,Invoice number INV/92-98/269,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 10-Jul-2020
Invoice number INV/92-98/269
PO Number :80

BILL_TO:

Patricia Henderson

520 Vega Court

Bullockstad, MA 53695 US
Tel:+(485)861-2180
Email:amandawu@example.com
Site:https://www.martinez.net/

Due Date : 13-Jan-2006

085202 _| More hundred stage. 65.48 196.44
345033 __| Middle weight such apply. 14.96 44.88

214499 __| Weight party. 41.01 205.05
307240 _| End information. 19.14 57.33
154077 42.99 214.95

TAX:VAT (3.83%): 27.52 EUR
TOTAL : 724.47 EUR

Thank you for your business!

Total in words: seven hundred and twent-
y-four point four seven
",PO Number :80,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.83%):  27.52 EUR,COMMERCIAL INVOICE,TOTAL : 724.47 EUR,"Total in words:  seven hundred and twent-
y-four point four seven",Template3_Instance123.json
"BILL_TO:
Christina Russell
5127 Erickson Extensions
Transide, MD 93840 US
Tel:+(225)279-7953
Email:walkersarah@example.com
Site:http://www.johnson-strickland.com/",Invoice Date: 30-Nov-2005,Due Date : 12-Feb-2019,[],,Thank you for your business!,INVOICE # INV/79-28/285,"INVOICE

NK.NAG & CO,

Invoice Date: 30-Nov-2005
INVOICE # INV/79-28/285
PO Number :17

BILL_TO:

Christina Russell

5127 Erickson Extensions

Transide, MD 93840 US
Tel:+(225)279-7953
Email:walkersarah@example.com
Site:http://www.johnson-strickland.com/

Due Date : 12-Feb-2019

/4.00 | 079553 69.57 69.57

'4.00 | 829547 56.47 56.47

4.00 | 842177 61.25 61.25

TAX:VAT (4.90%): 9.18 EUR

Thank you for your business!
TOTAL : 194.19 EUR

Total in words: one hundred and ninet-
y-four point one nine
",PO Number :17,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.90%):  9.18 EUR,INVOICE,TOTAL : 194.19 EUR,"Total in words:  one hundred and ninet-
y-four point one nine",Template3_Instance124.json
"BILL_TO:
David Jones
758 Richard Dale
Richardsonfort, VA 44477 US
Tel:+(242)471-6780
Email:fmahoney@example.org
Site:https://smith.org/",Invoice Date: 31-Aug-2018,Due Date : 22-May-2019,[],,Thank you for your business!,INVOICE ID 6Y4M4d-976,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 31-Aug-2018

INVOICE ID 6Y4M4d-976
PO Number :52

BILL_TO:

David Jones

758 Richard Dale
Richardsonfort, VA 44477 US
Tel:+(242)471-6780
Email:fmahoney@example.org
Site:https://smith.org/

Due Date : 22-May-2019

697277 _| Small number old. 15.14 75.55

[4.00 | 287451 25.52 102.08

300761 _| Late hit growth mother.

TAX:VAT (5.24%): 9.43 USD
TOTAL : 187.31 USD

Thank you for your business!

Total in words: one hundred and eighty-
-seven point three one
",PO Number :52,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.24%):  9.43 USD,TAX INVOICE,TOTAL : 187.31 USD,"Total in words:  one hundred and eighty-
-seven point three one",Template3_Instance125.json
"BILL_TO:
Thomas Hansen
6255 James Pine Suite 381
Kathleenchester, TX 47619 US
Tel:+(165)119-8506
Email:robert13@example.com
Site:http://brown-carlson.com/",Invoice Date: 06-Sep-2022,Due Date : 02-Aug-2010,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID INV/82-77/650,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 06-Sep-2022
INVOICE ID INV/82-77/650
PO Number :02

BILL_TO:

Thomas Hansen

6255 James Pine Suite 381
Kathleenchester, TX 47619 US
Tel:+(165)119-8506
Email:robert13@example.com
Site:http://brown-carlson.com/

Due Date : 02-Aug-2010

928836 _| Wear treat tonight. 31.99 63.98

264546 __| Happy laugh fund. 99.67 598.02

15.00 _| 747548 _| Strategy small but. 90.15 450.75

16.00 _| 661351 Water movement computer. 19.80 118.80
978637 __ | About foreign. 37.23 37.23

. 0, .
Nite: TAX:VAT (6.66%): 84.47 $

This order is shipped through blue dart courier TOTAL : 1307.70 $

Total in words: one thousand, three hund-
red and seven point seven
",PO Number :02,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.66%):  84.47 $,TAX INVOICE,TOTAL : 1307.70 $,"Total in words:  one thousand, three hund-
red and seven point seven",Template3_Instance126.json
"BILL_TO:
Elizabeth Krueger DDS
85782 Kelly Tunnel Apt. 432
East James, MD 83156 US
Tel:+(689)129-1566
Email:mccalldavid@example.org
Site:http://www.lindsey.com/",Date: 14-Sep-2005,Due Date : 22-Apr-2021,[],,Thank you for choosing us!,INVOICE # 7Y6M5d-415,"INVOICE

NK.NAG & CO,

Date: 14-Sep-2005

INVOICE # 7Y6M5d-415
PO Number :81

BILL_TO:

Elizabeth Krueger DDS

85782 Kelly Tunnel Apt. 432

East James, MD 83156 US
Tel:+(689)129-1566
Email:mccalldavid@example.org
Site:http://www.lindsey.com/

Due Date : 22-Apr-2021

laty lin | Deseription | Unit price | Amoun

697950 _| Heart kind. 15.30
688498 _| High somebody. 50.12 50.12

TAX:VAT (5.00%): 3.27 USD
TOTAL : 67.39 USD

Thank you for choosing us!

Total in words: sixty-seven po-
int three nine
",PO Number :81,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.00%):  3.27 USD,INVOICE,TOTAL : 67.39 USD,"Total in words:  sixty-seven po-
int three nine",Template3_Instance127.json
"BILL_TO:
Brandon Vaughn
623 Russell Mission Suite 255
South Erneststad, OR 13527 US
Tel:+(696)758-4267
Email:rossbonnie@example.com
Site:https://payne.biz/",Date: 10-Jan-2008,Due Date : 25-Nov-2007,[],,Note:Total payment due in 14 days.,INVOICE # INV/99-67/303,"INVOICE

NK.NAG & CO,

Date: 10-Jan-2008

INVOICE # INV/99-67/303
PO Number :13

BILL_TO:

Brandon Vaughn

623 Russell Mission Suite 255
South Erneststad, OR 13527 US
Tel:+(696)758-4267
Email:rossbonnie@example.com
Site:https://payne.biz/

Due Date : 25-Nov-2007

917330 _| Successful tend successful. 79.87 319.48

379629 _| Its another. 57.02 228.08

TAX:VAT (4.74%): 25.93 EUR
TOTAL : 553.45 EUR

Note:Total payment due in 14 days.

Total in words: five hundred and fifty-
-three point four five
",PO Number :13,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.74%):  25.93 EUR,INVOICE,TOTAL : 553.45 EUR,"Total in words:  five hundred and fifty-
-three point four five",Template3_Instance128.json
"BILL_TO:
Michael Best MD
60779 Moon Lights
Ryantown, GU 03439 US
Tel:+(898)304-2520
Email:lsmith@example.com
Site:https://www.jones.com/",Date: 06-Nov-2000,Due Date : 18-Mar-1994,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID INV/89-25/792,"TAX INVOICE

NK.NAG & CO,

Date: 06-Nov-2000
INVOICE ID INV/89-25/792
PO Number :61

BILL_TO:

Michael Best MD

60779 Moon Lights
Ryantown, GU 03439 US
Tel:+(898)304-2520
Email:lsmith@example.com
Site:https://www.jones.com/

Due Date : 18-Mar-1994

150082 __| Military feel apply. 32.80 131.20
16.00 _| 989231 Success possible side. 38.10

|4.00 | 834696 _| Husband fill. 84.74 338.96
[4.00 [611041 61.44 245.76

993079 _| Only finish majority.

. 0, .
Note: All payments to be made in cash. TAX:VAT (6.91%): 52.33 USD
Contact us for queries on these quotations. TOTAL : 798.89 USD

Total in words: seven hundred and ninet-
y-eight point eight nine
",PO Number :61,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.91%):  52.33 USD,TAX INVOICE,TOTAL : 798.89 USD,"Total in words:  seven hundred and ninet-
y-eight point eight nine",Template3_Instance129.json
"BILL_TO:
Dominique Williams DDS
264 Susan Hills Apt. 493
Lisaland, NM 59280 US
Tel:+(337)952-4338
Email:rkline@example.com
Site:http://smith.com/",Date: 24-Feb-2008,Due Date : 18-Jul-2010,[],,Note:Total payment due in 14 days.,Invoice number 7Y5M6d-340,"INVOICE

NK.NAG & CO,

Date: 24-Feb-2008

Invoice number 7Y5M6d-340
PO Number :67

BILL_TO:

Dominique Williams DDS
264 Susan Hills Apt. 493
Lisaland, NM 59280 US
Tel:+(337)952-4338
Email:rkline@example.com
Site:http://smith.com/

Due Date : 18-Jul-2010

[4.00 | 579931 87.22 348.88

[3.00 | 019836 70.55 211.65

16.00 | 160326 | Well but the. 23.93 143.58

TAX:VAT (3.43%): 24.15 $
TOTAL : 702.98 $

Note:Total payment due in 14 days.

Total in words: seven hundred and t-
wo point nine eight
",PO Number :67,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.43%):  24.15 $,INVOICE,TOTAL : 702.98 $,"Total in words:  seven hundred and t-
wo point nine eight",Template3_Instance13.json
"BILL_TO:
Samantha Cole
56405 Joshua Garden Apt. 147
South Michelleburgh, VT 31405 US
Tel:+(191)960-6051
Email:danielspamela@example.org
Site:http://www.ashley-castro.info/",Invoice Date: 23-Jul-2021,Due Date : 13-Oct-2007,[],,Thank you for your business!,INVOICE ID 5157-660,"COMMERCIAL INVOICE
NK.NAG & CO,

Invoice Date: 23-Jul-2021

INVOICE ID 5157-660
PO Number :50

BILL_TO:

Samantha Cole

56405 Joshua Garden Apt. 147
South Michelleburgh, VT 31405 US
Tel:+(191)960-6051
Email:danielspamela@example.org
Site:http://www.ashley-castro.info/

Due Date : 13-Oct-2007

[3.00 | 463370 62.98 188.94

14.00 | 118915 _| Finish collection. 18.74 18.74
[6.00 | 753900 76.06 456.36

TAX:VAT (6.11%): 40.54 $

Thank you for your business!
TOTAL : 681.34 $

Total in words: six hundred and eight-
y-one point three four
",PO Number :50,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.11%):  40.54 $,COMMERCIAL INVOICE,TOTAL : 681.34 $,"Total in words:  six hundred and eight-
y-one point three four",Template3_Instance130.json
"BILL_TO:
Gary Dixon
3864 Jordan Mission Suite 164
Kennethport, ND 97057 US
Tel:+(752)940-0858
Email:ichavez@example.org
Site:https://www.calderon.com/",Invoice Date: 04-Sep-2006,Due Date : 21-Mar-2001,[],,Thank you for choosing us!,INVOICE ID INV/11-57/843,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 04-Sep-2006
INVOICE ID INV/11-57/843
PO Number :20

BILL_TO:

Gary Dixon

3864 Jordan Mission Suite 164
Kennethport, ND 97057 US
Tel:+(752)940-0858
Email:ichavez@example.org
Site:https://www.calderon.com/

Due Date : 21-Mar-2001

982513 __| Arque hair whatever. 28.45
084914 76.23 76.23

16.00 _|675016 _| Meeting throughout author. 67.02 402.12
563007 _| Then production save. 98.89 296.67

987585 _| You party fund woman.

TAX:VAT (5.19%): 42.02 USD
TOTAL : 834.98 USD

Thank you for choosing us!

Total in words: eight hundred and thirt-
y-four point nine eight
",PO Number :20,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.19%):  42.02 USD,TAX INVOICE,TOTAL : 834.98 USD,"Total in words:  eight hundred and thirt-
y-four point nine eight",Template3_Instance131.json
"BILL_TO:
Steven Wise
77455 Davidson Station
Hooverview, ID 11393 US
Tel:+(727)921-8640
Email:kcross@example.net
Site:https://nelson-gonzalez.org/",Date: 06-Jul-1998,Due Date : 25-Aug-2000,[],,Thank you for your business!,INVOICE # 8Y6M2d-347,"COMMERCIAL INVOICE
NK.NAG & CO,

Date: 06-Jul-1998
INVOICE # 8Y6M2d-347
PO Number :31

BILL_TO:

Steven Wise

77455 Davidson Station
Hooverview, ID 11393 US
Tel:+(727)921-8640
Email:kcross@example.net
Site:https://nelson-gonzalez.org/

Due Date : 25-Aug-2000

laty lin | Deseription | Unit price | Amoun

442726 25.87 155.22

16.00 | 092760 _| Military Mr either. 19.39 116.34

TAX:VAT (5.58%): 15.16 EUR

Thank you for your business!
TOTAL : 280.61 EUR

Total in words: two hundred and ei-
ghty point six one
",PO Number :31,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.58%):  15.16 EUR,COMMERCIAL INVOICE,TOTAL : 280.61 EUR,"Total in words:  two hundred and ei-
ghty point six one",Template3_Instance132.json
"BILL_TO:
Courtney Davis
126 Baker Causeway
Stevenborough, FL 64812 US
Tel:+(078)697-4032
Email:tammy90@example.net
Site:http://www.bush.biz/",Date: 14-Oct-2008,Due Date : 25-Mar-2022,[],,Thank you for your business!,INVOICE ID INV29176771,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 14-Oct-2008
INVOICE ID INV29176771
PO Number :24

BILL_TO:

Courtney Davis

126 Baker Causeway
Stevenborough, FL 64812 US
Tel:+(078)697-4032
Email:tammy90@example.net
Site:http://www.bush.biz/

Due Date : 25-Mar-2022

604507 __| Own participant yeah. 17.46 69.84

[4.00 | 425026 22.03 88.12

852894 _| Tonight line available. 54.13 54.13
962118 Statement certain these party. 50.30 50.30

TAX:VAT (4.79%): 12.56 $

Thank you for your business!
TOTAL : 270.88 $

Total in words: two hundred and seve-
nty point eight eight
",PO Number :24,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.79%):  12.56 $,COMMERCIAL INVOICE,TOTAL : 270.88 $,"Total in words:  two hundred and seve-
nty point eight eight",Template3_Instance133.json
"BILL_TO:
Terri Jones
34369 Erica Inlet Suite 187
Cartermouth, SD 03138 US
Tel:+(087)143-6116
Email:preston05@example.com
Site:https://williams.com/",Date: 19-Jun-2005,Due Date : 07-Mar-2013,[],,"Note:
This order is shipped through blue dart courier",INVOICE # 1322-411,"INVOICE

NK.NAG & CO,

Date: 19-Jun-2005

INVOICE # 1322-411
PO Number :35

BILL_TO:

Terri Jones

34369 Erica Inlet Suite 187
Cartermouth, SD 03138 US
Tel:+(087)143-6116
Email:preston05@example.com
Site:https://williams.com/

Due Date : 07-Mar-2013

399031 | Customer ten child. 99.47 198.94

012110 _| Change hold generation. 78.14 78.14
692243 _| Ball guy risk. 33.48

349865 _ | Defense better alone. 29.58 59.16

Note: TAX:VAT (6.72%): 24.86 EUR
This order is shipped through blue dart courier TOTAL : 383.23 EUR

Total in words: three hundred and eight-
y-three point two three
",PO Number :35,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.72%):  24.86 EUR,INVOICE,TOTAL : 383.23 EUR,"Total in words:  three hundred and eight-
y-three point two three",Template3_Instance134.json
"BILL_TO:
Jacob Miller
98956 Bell Route
South Kathleen, ID 03831 US
Tel:+(231)419-7246
Email:dawnpaul@example.org
Site:http://www.wang.com/",Invoice Date: 17-Dec-2001,Due Date : 20-Jul-2021,[],,Thank you for choosing us!,INVOICE ID 5536-962,"TAX INVOICE
NK.NAG & CO,

Invoice Date: 17-Dec-2001

INVOICE ID 5536-962
PO Number :52

BILL_TO:

Jacob Miller

98956 Bell Route

South Kathleen, ID 03831 US
Tel:+(231)419-7246
Email:dawnpaul@example.org
Site:http://www.wang.com/

Due Date : 20-Jul-2021

166685 65.19 325.95

993646 77.37 464.22

14.00 | 256765 ont sosition significant 41.83 167.32
16.00 _| 520336 Technology factor pressure. 15.29 91.74

TAX:VAT (4.59%): 48.20 USD

Thank you for choosing us!
TOTAL : 1085.05 USD

Total in words: one thousand and eight-
y-five point zero five
",PO Number :52,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.59%):  48.20 USD,TAX INVOICE,TOTAL : 1085.05 USD,"Total in words:  one thousand and eight-
y-five point zero five",Template3_Instance135.json
