BUYER,DATE,INVOICE_INFO,LOGO,NOTE,NUMBER,OTHER,PO_NUMBER,SELLER_ADDRESS,SELLER_EMAIL,SELLER_NAME,SUB_TOTAL,TABLE,TAX,TOTAL,TOTAL_WORDS,_source_file
"Bill to:Jennifer Hall
09325 Gloria Mount Apt. 343
Rojasstad, WA 14443 US
Tel:+(177)701-3152
Email:jonathonsanchez@example.com
Site:https://richmond.com/",Invoice Date: 15-Nov-2013,[],,Note:Total payment due in 14 days.,INVOICE ID 6598-797,"Invoice Date: 15-Nov-2013

INVOICE ID 6598-797
PO Number :21

Bill to: Jennifer Hall

09325 Gloria Mount Apt. 343
Rojasstad, WA 14443 US
Tel:+(177)701-3152
Email:jonathonsanchez@example.com
Site:https://richmond.com/

}6.00 | 008340 Research option society. 33.72

4.00 134449 Edge both card. 29.07 116.28
}6.00 | 318354 Son last rate. 83,29 499.74

SUB_TOTAL : 768.66 EUR
TAX:VAT (5.36%): 41.19 EUR
BALANCE DUE : 796.32 EUR

Total in words: seven hundred and nine-
ty-six point three two

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :21,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 768.66  EUR,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.36%):  41.19 EUR,BALANCE DUE : 796.32 EUR,"Total in words:  seven hundred and nine-
ty-six point three two",Template5_Instance117.json
"Bill to:Penny Clark
713 Michael Spring
Nicolemouth, HI 20842 US
Tel:+(762)445-6509
Email:annjacobs@example.net
Site:https://marshall.com/",Date: 07-Nov-1997,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number 2079-868,"Date: 07-Nov-1997

Invoice number 2079-868
PO Number :42

Bill to:Penny Clark

713 Michael Spring
Nicolemouth, HI 20842 US
Tel:+(762)445-6509
Email:annjacobs@example.net
Site:https://marshall.com/

823013 Fish activity. 17.34 86.70
480870 Heavy door per. 60.61 303.05

638568 Number trouble himself. 71.64 443.28

SUB_TOTAL : 1084.82 $
TAX:VAT (4.36%): 47.31 $
BALANCE DUE : 1112.39 $

Total in words: one thousand, one hundred -
and twelve point three nine

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :42,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1084.82  $,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.36%):  47.31 $,BALANCE DUE : 1112.39 $,"Total in words:  one thousand, one hundred -
and twelve point three nine",Template5_Instance118.json
"Bill to:Sydney Gaines
8206 John Branch Apt. 962
Brittanyville, ND 13806 US
Tel:+(492)229-3181
Email:emcintosh@example.com
Site:http://www.wood.com/",Date: 05-Feb-1994,[],,Thank you for choosing us!,INVOICE # INV/07-56/604,"Date: 05-Feb-1994

INVOICE # INV/07-56/604
PO Number :67

Bill to:Sydney Gaines

8206 John Branch Apt. 962
Brittanyville, ND 13806 US
Tel:+(492)229-3181
Email:emcintosh@example.com
Site:http://www.wood.com/

298569 Foreign standard. 63.95 319.75

}6.00 | 052244 Growth difficult, 28.26
2.00 354549 Hard tend new. 40.71 81.42

SUB_TOTAL : 429.43 EUR
TAX:VAT (3.35%): 14.40 EUR
BALANCE DUE : 437.39 EUR

Total in words: four hundred and thirty-
-seven point three nine

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :67,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 429.43  EUR,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.35%):  14.40 EUR,BALANCE DUE : 437.39 EUR,"Total in words:  four hundred and thirty-
-seven point three nine",Template5_Instance119.json
"Bill to:Samantha Hinton
844 Glover Fall
East Brian, MI 15028 US
Tel:+(738)148-2731
Email:vcalhoun@example.org
Site:https://www.gonzalez-spencer.org/",Invoice Date: 15-May-2004,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # 5Y2M8d-379,"Invoice Date: 15-May-2004

INVOICE # 5Y2M8d-379
PO Number :62

Bill to: Samantha Hinton

844 Glover Fall

East Brian, MI 15028 US
Tel:+(738)148-2731
Email:vcalhoun@example.org
Site:https://www.gonzalez-spencer.org/

665402 The herself. 74,97 299,88

697469 Late wait evening economy. 25.93 429.65

SUB_TOTAL : 429.53 EUR
TAX:VAT (6.82%): 29.28 EUR
BALANCE DUE : 448.59 EUR

Total in words: four hundred and forty-
-eight point five nine

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :62,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 429.53  EUR,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.82%):  29.28 EUR,BALANCE DUE : 448.59 EUR,"Total in words:  four hundred and forty-
-eight point five nine",Template5_Instance12.json
"Bill to:Jennifer Scott
703 Eddie Inlet
Smithshire, VI 24208 US
Tel:+(872)422-4203
Email:mglenn@example.net
Site:https://www.howard-watkins.com/",Date: 22-Oct-1998,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID 3Y3M3d-205,"Date: 22-Oct-1998

INVOICE ID 3Y3M3d-205
PO Number :34

Bill to: Jennifer Scott

703 Eddie Inlet

Smithshire, VI 24208 US
Tel:+(872)422-4203
Email:mglenn@example.net
Site:https://www.howard-watkins.com/

529188 Appear sort describe. 45.83 229.15

422935 Music player. 45.81 91.62
936678 Fire ok pattern. 46.26 185.04
415833 Suggest line. 62.36 187.08

SUB_TOTAL : 692.89 $
TAX:VAT (4.44%): 30.76 $
BALANCE DUE : 698.01 $

Total in words: six hundred and ninet-
y-eight point zero one

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :34,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 692.89  $,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.44%):  30.76 $,BALANCE DUE : 698.01 $,"Total in words:  six hundred and ninet-
y-eight point zero one",Template5_Instance120.json
"Bill to:Elizabeth Owens
63126 Jennifer Grove
Hatfieldfurt, UT 69385 US
Tel:+(311)130-0087
Email:christensengina@example.org
Site:https://www.johnson.com/",Date: 16-Jun-2008,[],,Thank you for choosing us!,Invoice number INV13393333,"Date: 16-Jun-2008

Invoice number INV13393333
PO Number :46

Bill to:Elizabeth Owens

63126 Jennifer Grove

Hatfieldfurt, UT 69385 US
Tel:+(311)130-0087
Email:christensengina@example.org
Site:https://www.johnson.com/

451612 Agree teach similar program. 89.60 448.00

895922 May parent possible. 19.20

SUB_TOTAL : 668.92 USD
TAX:VAT (4.22%): 28.26 USD
BALANCE DUE : 685.94 USD

Total in words: six hundred and eight-
y-five point nine four

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :46,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 668.92  USD,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.22%):  28.26 USD,BALANCE DUE : 685.94 USD,"Total in words:  six hundred and eight-
y-five point nine four",Template5_Instance121.json
"Bill to:Lauren Barnes
948 Christopher Inlet
South Adam, NE 11122 US
Tel:+(849)080-4086
Email:patricia26@example.net
Site:http://proctor.com/",Date: 01-Jan-2022,[],,Thank you for choosing us!,INVOICE ID 7466-779,"Date: 01-Jan-2022

INVOICE ID 7466-779
PO Number :47

Bill to:Lauren Barnes

948 Christopher Inlet

South Adam, NE 11122 US
Tel:+(849)080-4086
Email:patricia26@example.net
Site:http://proctor.com/

442150 Image investment. 48.80 97.60

5.00 417197 Attention there school. 79.65 398.25

SUB_TOTAL : 1001.29 $
TAX:VAT (6.27%): 62.74 $
BALANCE DUE : 1021.38 $

Total in words: one thousand and twent-
y-one point three eight

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :47,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1001.29  $,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.27%):  62.74 $,BALANCE DUE : 1021.38 $,"Total in words:  one thousand and twent-
y-one point three eight",Template5_Instance122.json
"Buyer :Timothy Martinez
720 Gina Fords Suite 724
Carolynchester, NM 99166 US
Tel:+(138)447-3882
Email:haroldlee@example.com
Site:http://reyes-beasley.net/",Date: 02-Nov-2014,[],,Thank you for choosing us!,Invoice number INV/23-40/185,"Date: 02-Nov-2014

Invoice number INV/23-40/185
PO Number :29

Buyer :Timothy Martinez

720 Gina Fords Suite 724
Carolynchester, NM 99166 US
Tel:+(138)447-3882
Email:haroldlee@example.com
Site:http://reyes-beasley.net/

068994 Both store. 43.11 215.55

275255 Doctor food through. 97.70 390.80
980070 Pay top. 57.71 173.13
340390 Fly including. 59.44 59.44

SUB_TOTAL : 838.92 $
TAX:VAT (6.53%): 54.81 $
BALANCE DUE : 877.54 $

Total in words: eight hundred and seven-
ty-seven point five four

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :29,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 838.92  $,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.53%):  54.81 $,BALANCE DUE : 877.54 $,"Total in words:  eight hundred and seven-
ty-seven point five four",Template5_Instance123.json
"Buyer :Regina Williams
3293 Joyce Rest Suite 490
New Christopherport, GU 71987 US
Tel:+(620)240-4282
Email:schroederjoseph@example.com
Site:http://www.taylor.info/",Invoice Date: 17-Feb-2001,[],,Note:Total payment due in 14 days.,INVOICE ID INV/45-91/920,"Invoice Date: 17-Feb-2001

INVOICE ID INV/45-91/920
PO Number :71

Buyer :Regina Williams

3293 Joyce Rest Suite 490

New Christopherport, GU 71987 US
Tel:+(620)240-4282
Email:schroederjoseph@example.com
Site:http://www.taylor.info/

947473 Few American laugh reality. 81.02 81.02

395362 Field dream kind. 32.39 64.78
780201 Bit upon point. 64.86 259,44

SUB_TOTAL : 565.14 $
TAX:VAT (4.96%): 28.06 $
BALANCE DUE : 568.28 $

Total in words: five hundred and sixty-
-eight point two eight

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :71,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 565.14  $,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.96%):  28.06 $,BALANCE DUE : 568.28 $,"Total in words:  five hundred and sixty-
-eight point two eight",Template5_Instance124.json
"Bill to:Stephanie Mullen
277 Ayers Terrace
West Kelly, GU 01514 US
Tel:+(663)566-4420
Email:dmitchell@example.com
Site:https://www.pena.biz/",Invoice Date: 30-Dec-2001,[],,Thank you for choosing us!,INVOICE # 0261-996,"Invoice Date: 30-Dec-2001

INVOICE # 0261-996
PO Number :23

Bill to:Stephanie Mullen

277 Ayers Terrace

West Kelly, GU 01514 US
Tel:+(663)566-4420
Email:dmitchell@example.com
Site:https://www.pena.biz/

787533 Parent air care quality. 45.21 45.21

}6.00 | 545406 Decision figure country. 30.56 183.36

SUB_TOTAL : 228.90 EUR
TAX:VAT (5.69%): 13.02 EUR
BALANCE DUE : 232.24 EUR

Total in words: two hundred and thir-
ty-two point two four

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :23,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 228.90  EUR,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.69%):  13.02 EUR,BALANCE DUE : 232.24 EUR,"Total in words:  two hundred and thir-
ty-two point two four",Template5_Instance125.json
"Bill to:Evelyn Harrington
8868 Gomez Locks
Bryantland, PW 87817 US
Tel:+(095)113-6958
Email:jamesflores@example.com
Site:https://perkins-shea.com/",Date: 09-May-1999,[],,Note:Total payment due in 14 days.,INVOICE ID 2480-849,"Date: 09-May-1999

INVOICE ID 2480-849
PO Number :20

Bill to:Evelyn Harrington

8868 Gomez Locks

Bryantland, PW 87817 US
Tel:+(095)113-6958
Email:jamesflores@example.com
Site:https://perkins-shea.com/

019677 Finally beat debate. 81.48 81.48

763951 Serious head mother. 91.21 182.42

SUB_TOTAL : 288.44 EUR
TAX:VAT (3.44%): 9.93 EUR
BALANCE DUE : 290.58 EUR

Total in words: two hundred and nin-
ety point five eight

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :20,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 288.44  EUR,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.44%):  9.93 EUR,BALANCE DUE : 290.58 EUR,"Total in words:  two hundred and nin-
ety point five eight",Template5_Instance126.json
"Buyer :Cindy Freeman
7193 Jonathan Green
Markfort, VA 23994 US
Tel:+(970)708-4905
Email:higginschelsea@example.org
Site:http://pearson-ray.net/",Date: 30-Nov-2012,[],,"Note:
This order is shipped through blue dart courier",INVOICE # 6538-202,"Date: 30-Nov-2012

INVOICE # 6538-202
PO Number :76

Buyer :Cindy Freeman

7193 Jonathan Green

Markfort, VA 23994 US
Tel:+(970)708-4905
Email:higginschelsea@example.org
Site:http://pearson-ray.net/

996021 Get. 92.05 368.20

988629 Herself goal model adult, 66.48 66.48
021578 State major say build. 39.68

SUB_TOTAL : 474.36 EUR
TAX:VAT (5.60%): 26.58 EUR
BALANCE DUE : 488.89 EUR

Total in words: four hundred and eighty-
-eight point eight nine

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :76,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 474.36  EUR,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.60%):  26.58 EUR,BALANCE DUE : 488.89 EUR,"Total in words:  four hundred and eighty-
-eight point eight nine",Template5_Instance127.json
"Buyer :Dennis Reed
53321 Diana Path Suite 266
West Carlosburgh, DC 95623 US
Tel:+(441)755-8859
Email:jonesnicole@example.com
Site:http://estrada.org/",Invoice Date: 15-Apr-2007,[],,Thank you for your business!,INVOICE # 6Y9M9d-097,"Invoice Date: 15-Apr-2007

INVOICE # 6Y9M9d-097
PO Number :34

Buyer :Dennis Reed

53321 Diana Path Suite 266

West Carlosburgh, DC 95623 US
Tel:+(441)755-8859
Email:jonesnicole@example.com
Site:http://estrada.org/

658852 Trouble including. 40.56 202.80

719012 Despite want. 15.36 15.36
758355 Another kitchen laugh. 50.12 200.48

SUB_TOTAL : 418.64 USD
TAX:VAT (6.28%): 26.28 USD
BALANCE DUE : 424.62 USD

Total in words: four hundred and twen-
ty-four point six two

Thank you for your business!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :34,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 418.64  USD,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.28%):  26.28 USD,BALANCE DUE : 424.62 USD,"Total in words:  four hundred and twen-
ty-four point six two",Template5_Instance128.json
"Buyer :Michael Li
51924 Maxwell Path Suite 003
South Garyborough, PR 73007 US
Tel:+(277)005-5030
Email:graceperry@example.net
Site:http://www.turner.com/",Date: 08-Jan-2000,[],,Note:Total payment due in 14 days.,Invoice number INV/22-46/531,"Date: 08-Jan-2000

Invoice number INV/22-46/531
PO Number :45

Buyer :Michael Li

51924 Maxwell Path Suite 003
South Garyborough, PR 73007 US
Tel:+(277)005-5030
Email:graceperry@example.net
Site:http://www.turner.com/

230182 Hundred others. 52.24 156.72
260762 Choice behavior population herself.

}6.00 | 944380 Machine memory keep. 55.67 334,02
474259 Maybe American relationship office. 45.45 45.45
527207 Shake leg each. 27.18 27.18

SUB_TOTAL : 569.45 $
TAX:VAT (3.04%): 17.32 $
BALANCE DUE : 573.73 $

Total in words: five hundred and seventy-
-three point seven three

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :45,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 569.45  $,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.04%):  17.32 $,BALANCE DUE : 573.73 $,"Total in words:  five hundred and seventy-
-three point seven three",Template5_Instance129.json
"Bill to:Rebecca Williams
154 William Land Apt. 035
Robinsonland, HI 40760 US
Tel:+(701)336-4258
Email:kelseybailey@example.net
Site:https://www.brown-hogan.com/",Invoice Date: 25-Oct-2016,[],,"Note:
This order is shipped through blue dart courier",INVOICE # 6Y3M5d-522,"Invoice Date: 25-Oct-2016

INVOICE # 6Y3M5d-522
PO Number :93

Bill to:Rebecca Williams

154 William Land Apt. 035
Robinsonland, HI 40760 US
Tel:+(701)336-4258
Email:kelseybailey@example.net
Site:https://www.brown-hogan.com/

848255 Soon authority. 88.57 442.85

}6.00 | 727403 Move apply little. 55.46 332.76
}6.00 | 120677 Section book event. 39.33 235.98
2.00 630516 Hand hotel region happen. 23.12 46.24

SUB_TOTAL : 1057.83 USD
TAX:VAT (5.12%): 54.13 USD
BALANCE DUE : 1097.04 USD

Total in words: one thousand and ninet-
y-seven point zero four

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :93,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1057.83  USD,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.12%):  54.13 USD,BALANCE DUE : 1097.04 USD,"Total in words:  one thousand and ninet-
y-seven point zero four",Template5_Instance13.json
"Bill to:Lauren Davis
2518 Montgomery Pine Apt. 237
New Leonard, MS 19700 US
Tel:+(331)619-0812
Email:anthony68@example.com
Site:http://www.reyes-frazier.com/",Date: 06-Jun-2000,[],,Thank you for choosing us!,INVOICE ID 2168-699,"Date: 06-Jun-2000

INVOICE ID 2168-699
PO Number :11

Bill to: Lauren Davis

2518 Montgomery Pine Apt. 237
New Leonard, MS 19700 US
Tel:+(331)619-0812
Email:anthony68@example.com
Site:http://www.reyes-frazier.com/

723141 Admit natural. 87.56 350.24

204170 Fish lot support doctor. 81.62 163.24
551222 Four model exist. 81.39 162.78

SUB_TOTAL : 676.26 USD
TAX:VAT (4.25%): 28.76 USD
BALANCE DUE : 686.08 USD

Total in words: six hundred and eight-
y-six point zero eight

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :11,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 676.26  USD,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.25%):  28.76 USD,BALANCE DUE : 686.08 USD,"Total in words:  six hundred and eight-
y-six point zero eight",Template5_Instance130.json
"Buyer :Karen Smith
74300 Michael Island Apt. 648
Bairdhaven, MP 21122 US
Tel:+(092)232-5828
Email:diazjohn@example.org
Site:http://www.warren.com/",Date: 09-Apr-1995,[],,Thank you for your business!,INVOICE ID INV21155179,"Date: 09-Apr-1995
INVOICE ID INV21155179
PO Number :81

Buyer :Karen Smith

74300 Michael Island Apt. 648
Bairdhaven, MP 21122 US
Tel:+(092)232-5828
Email:diazjohn@example.org
Site:http://www.warren.com/

470055 Both suddenly follow. 62.74 125.48
145141 Such north development. 22.69 113.45

045122 Leader that born. 43.18 172.72
739247 Stand follow benefit response. 64.15 428.30
056278 Bank hospital institution. 24.72 49.44

SUB_TOTAL : 589.39 USD
TAX:VAT (5.89%): 34.73 USD
BALANCE DUE : 612.80 USD

Total in words: six hundred and t-
welve point eight

Thank you for your business!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :81,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 589.39  USD,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.89%):  34.73 USD,BALANCE DUE : 612.80 USD,"Total in words:  six hundred and t-
welve point eight",Template5_Instance131.json
