BUYER,DATE,DISCOUNT,DUE_DATE,GSTIN_BUYER,GSTIN_SELLER,INVOICE_INFO,LOGO,NOTE,OTHER,PAYMENT_DETAILS,PO_NUMBER,SELLER_ADDRESS,SELLER_EMAIL,SELLER_SITE,SUB_TOTAL,TABLE,TAX,TITLE,TOTAL,TOTAL_WORDS,_source_file
"Buyer :Noah Lopez
612 Rogers Knolls
East Johnton, MS 61693 US
Tel:+(950)606-1616
Email:kerrpeter@example.net
Site:http://www.livingston.com/",Date: 24-Dec-1996,DISCOUNT(2.73%): (-)  16.59,Due Date : 26-Aug-1994,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"TAX INVOICE

Date: 24-Dec-1996
Due Date : 26-Aug-1994
PO Number :99

Address:16424 Timothy Mission Buyer :Noah Lopez
Markville, AK 58294 US 612 Rogers Knolls

East Johnton, MS 61693 US
Email:melvind0@example.net Tel:+(950)606-1616
sleekbill in Email:kerrpeter@example.net
(GSTIN: 12345670 00070007 Site:http://www.livingston.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Speech ability. 5.00

Adult interesting produce worker. 3.00

Follow outside. 3.00

Total in words: six hundred and twent-
y-two point five three

Bank Name State Bank of California
Branch Name Raf CAMP

Bank Account Number 17425856

Bank Swift Code SBININBB250

Note:Total payment due in 14 days.

SUB_TOTAL : 607.66 EUR

DISCOUNT(2.73%): (-) 16.59
TAX:VAT (5.61%): 34.07 EUR

TOTAL : 622.53 EUR
","Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  17425856
Bank Swift Code      SBININBB250",PO Number :99,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 607.66  EUR,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.61%):  34.07 EUR,TAX INVOICE,TOTAL : 622.53 EUR,"Total in words:  six hundred and twent-
y-two point five three",Template1_Instance141.json
"Bill to:Tracy Price
30532 Peter Corner Suite 441
Fryechester, WY 44575 US
Tel:+(393)744-3819
Email:marcus04@example.com
Site:https://robinson.com/",Invoice Date: 22-Jul-2014,DISCOUNT(2.79%): (-)  25.05,Due Date : 03-May-1995,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for your business!,"TAX INVOICE

Invoice Date: 22-Jul-2014
Due Date : 03-May-1995
PO Number :79

Address:16424 Timothy Mission Bill to: Tracy Price

Markville, AK 58294 US 30532 Peter Corner Suite 441
Fryechester, WY 44575 US

Email:melvind0@example.net Tel:+(393)744-3819

sleekbill in Email:marcus04@example.com

(GSTIN: 12345670 00070007 Site:https://robinson.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY
Few. 5.00
You film. 4.00

Interesting before grow. 1.00

Expect office. 3.00

Anyone according town rich. 1.00

Total in words: nine hundred and -

two point two nine SUB_TOTAL : 897.84 $
Bank Name Central Bank of Europe DISCOUNT(2.79%): (-) 25.05
Branch Name Raf CAMP TAX:VAT (5.44%): 48.80 $

Bank Account Number 16229064
Bank Swift Code SBININBB250
TOTAL : 902.29 $

Thank you for your business!
","Bank Name           Central Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  16229064
Bank Swift Code      SBININBB250",PO Number :79,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 897.84  $,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.44%):  48.80 $,TAX INVOICE,TOTAL : 902.29 $,"Total in words:  nine hundred and -
two point two nine",Template1_Instance142.json
"Buyer :Michelle Pena
60041 Matthew Hollow Apt. 041
New Amanda, ID 74788 US
Tel:+(109)649-9082
Email:wvaldez@example.org
Site:https://dickson.com/",Invoice Date: 15-Nov-2012,DISCOUNT(3.1%): (-)  20.8,Due Date : 26-Apr-2004,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","COMMERCIAL INVOICE

Invoice Date: 15-Nov-2012
Due Date : 26-Apr-2004
PO Number :50

Address:16424 Timothy Mission Buyer :Michelle Pena

Markville, AK 58294 US 60041 Matthew Hollow Apt. 041
New Amanda, ID 74788 US

Email:melvind0@example.net Tel:+(109)649-9082

sleekbill in Email:wvaldez@example.org

(GSTIN: 12345670 00070007 Site:https://dickson.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Be interest. 4.00

Skin shake face. 6.00

Total in words: six hundred and ninet-
y-two point two eight

Bank Name State Bank of Europe
Branch Name Raf CAMP

Bank Account Number 17793668

Bank Swift Code SBININBB250

Note: All payments to be made in cash.
Contact us for queries on these quotations.

SUB_TOTAL : 670.86 EUR

DISCOUNT(3.1%): (-) 20.8
TAX:VAT (4.75%): 31.89 EUR

TOTAL : 692.28 EUR
","Bank Name           State Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  17793668
Bank Swift Code      SBININBB250",PO Number :50,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 670.86  EUR,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.75%):  31.89 EUR,COMMERCIAL INVOICE,TOTAL : 692.28 EUR,"Total in words:  six hundred and ninet-
y-two point two eight",Template1_Instance143.json
"Bill to:Sonya Anderson
34054 Nguyen Pine Apt. 299
Brownbury, OH 92819 US
Tel:+(787)285-1421
Email:dennisdecker@example.net
Site:http://www.jones.info/",Date: 02-May-2018,DISCOUNT(4.74%): (-)  8.08,Due Date : 03-Dec-2017,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for your business!,"Address:16424 Timothy Mission
Markville, AK 58294 US

Email:melvin40@example.net
sleekbill in
(GSTIN: 12345670 00070007

COMMERCIAL INVOICE

Date: 02-May-2018
Due Date : 03-Dec-2017
PO Number :53

Bill to:Sonya Anderson

34054 Nguyen Pine Apt. 299
Brownbury, OH 92819 US
Tel:+(787)285-1421
Email:dennisdecker@example.net
Site:http://www.jones.info/

GSTIN: OG@AAMFCO376K124

ITEMS

QUANTITY

Report his for.

2.00

Catch.

1.00

Science else.

1.00

Total in words: one hundred and sevent-
y-three point seven two

Bank Name State Bank of California
Branch Name Raf CAMP

Bank Account Number 12970589

Bank Swift Code SBININBB250

Thank you for your business!

SUB_TOTAL : 170.38 USD

DISCOUNT(4.74%): (-) 8.08
TAX:VAT (3.66%): 6.24 USD

TOTAL : 173.72 USD
","Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  12970589
Bank Swift Code      SBININBB250",PO Number :53,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 170.38  USD,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.66%):  6.24 USD,COMMERCIAL INVOICE,TOTAL : 173.72 USD,"Total in words:  one hundred and sevent-
y-three point seven two",Template1_Instance144.json
"Buyer :Angela Jennings
19371 Adams Port Apt. 829
West Amyville, NM 81327 US
Tel:+(134)074-9058
Email:marciamaldonado@example.com
Site:https://www.cooper-pearson.com/",Invoice Date: 19-May-2002,DISCOUNT(2.8%): (-)  14.1,Due Date : 28-Sep-2005,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note:
This order is shipped through blue dart courier","COMMERCIAL INVOICE

Invoice Date: 19-May-2002
Due Date : 28-Sep-2005
PO Number :95

Address:16424 Timothy Mission Buyer :Angela Jennings
Markville, AK 58294 US 19371 Adams Port Apt. 829

West Amyville, NM 81327 US
Email:melvind0@example.net Tel:+(134)074-9058
sleekbill in Email:marciamaldonado@example.com
(GSTIN: 12345670 00070007 Site:https://www.cooper-pearson.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Hand factor. 3.00

Professional. 2.00

Against. 6.00

Total in words: five hundred and fif-
teen point nine seven

Bank Name State Bank of Europe
Branch Name Raf CAMP

Bank Account Number 18377920

Bank Swift Code SBININBB250

Note:
This order is shipped through blue dart courier

SUB_TOTAL : 503.46 EUR

DISCOUNT(2.8%): (-) 14.1
TAX:VAT (6.38%): 32.14 EUR

TOTAL : 515.97 EUR
","Bank Name           State Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  18377920
Bank Swift Code      SBININBB250",PO Number :95,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 503.46  EUR,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.38%):  32.14 EUR,COMMERCIAL INVOICE,TOTAL : 515.97 EUR,"Total in words:  five hundred and fif-
teen point nine seven",Template1_Instance145.json
"Bill to:Rebecca Gregory
2071 Cynthia Park Suite 463
Christopherton, AR 84112 US
Tel:+(994)746-4594
Email:jacqueline23@example.net
Site:http://cantu.com/",Date: 17-Oct-2002,DISCOUNT(4.15%): (-)  24.08,Due Date : 22-Jan-2017,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"INVOICE

Date: 17-Oct-2002
Due Date : 22-Jan-2017
PO Number :99

Address:16424 Timothy Mission Bill to:Rebecca Gregory

Markville, AK 58294 US 2071 Cynthia Park Suite 463
Christopherton, AR 84112 US

Email:melvind0@example.net Tel:+(994)746-4594

sleekbill in Email:jacqueline23@example.net

(GSTIN: 12345670 00070007 Site:http://cantu.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Southern argue could. 6.00

Deep. 1.00

Total in words: five hundred and ninet-
y-nine point seven five

Bank Name State Bank of California
Branch Name Raf CAMP

Bank Account Number 17658858

Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 580.25 USD

DISCOUNT(4.15%): (-) 24.08
TAX:VAT (6.48%): 37.60 USD

TOTAL : 599.75 USD
","Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  17658858
Bank Swift Code      SBININBB250",PO Number :99,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 580.25  USD,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.48%):  37.60 USD,INVOICE,TOTAL : 599.75 USD,"Total in words:  five hundred and ninet-
y-nine point seven five",Template1_Instance146.json
"Buyer :Kaitlyn Christensen
301 William Dam
North Brendanborough, CA 21231 US
Tel:+(843)436-8513
Email:jimenezvincent@example.org
Site:http://www.schultz-conley.com/",Invoice Date: 23-Jul-2000,DISCOUNT(4.94%): (-)  47.15,Due Date : 30-Jul-2008,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","INVOICE

Invoice Date: 23-Jul-2000
Due Date : 30-Jul-2008
PO Number :42

Address:16424 Timothy Mission Buyer :Kaitlyn Christensen
Markville, AK 58294 US 301 William Dam

North Brendanborough, CA 21231 US
Email:melvind0@example.net Tel:+(843)436-8513
sleekbill in Email:jimenezvincent@example.org
(GSTIN: 12345670 00070007 Site:http://www.schultz-conley.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Foot believe. 4.00

Foot under tax. 6.00

Individual environmental buy must. 6.00

Total in words: nine hundred and eigh-
ty-one point four one

Bank Name Central Bank of Europe
Branch Name Raf CAMP

Bank Account Number 12279861

Bank Swift Code SBININBB250

Note: All payments to be made in cash.
Contact us for queries on these quotations.

SUB_TOTAL : 954.46 USD

DISCOUNT(4.94%): (-) 47.15
TAX:VAT (5.07%): 48.43 USD

TOTAL : 981.41 USD
","Bank Name           Central Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  12279861
Bank Swift Code      SBININBB250",PO Number :42,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 954.46  USD,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.07%):  48.43 USD,INVOICE,TOTAL : 981.41 USD,"Total in words:  nine hundred and eigh-
ty-one point four one",Template1_Instance147.json
"Buyer :Dustin Arnold
404 Jonathan Landing
Vanessafurt, DC 07087 US
Tel:+(650)884-2283
Email:cindykaiser@example.net
Site:https://www.davis.com/",Invoice Date: 26-Mar-2009,DISCOUNT(3.62%): (-)  6.3,Due Date : 08-Aug-2007,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"COMMERCIAL INVOICE

Invoice Date: 26-Mar-2009
Due Date : 08-Aug-2007
PO Number :11

Address:16424 Timothy Mission Buyer :Dustin Arnold

Markville, AK 58294 US 404 Jonathan Landing
Vanessafurt, DC 07087 US

Email:melvind0@example.net Tel:+(650)884-2283

sleekbill in Email:cindykaiser@example.net

(GSTIN: 12345670 00070007 Site:https://www.davis.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Agree. 1.00

Hair woman. 5.00

Feel draw use. 1.00

Total in words: one hundred and eig-
hty point two eight

Bank Name State Bank of Europe
Branch Name Raf CAMP

Bank Account Number 13703780

Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 173.91 EUR

DISCOUNT(3.62%): (-) 6.3
TAX:VAT (6.23%): 10.84 EUR

TOTAL : 180.28 EUR
","Bank Name           State Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  13703780
Bank Swift Code      SBININBB250",PO Number :11,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 173.91  EUR,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.23%):  10.84 EUR,COMMERCIAL INVOICE,TOTAL : 180.28 EUR,"Total in words:  one hundred and eig-
hty point two eight",Template1_Instance148.json
"Bill to:David Garcia
86712 Rodriguez Crest
Arielmouth, FM 13713 US
Tel:+(000)848-3067
Email:medinapaul@example.net
Site:https://www.walton-pacheco.com/",Date: 10-Mar-2001,DISCOUNT(4.52%): (-)  21.9,Due Date : 22-Jan-2005,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"TAX INVOICE

Date: 10-Mar-2001
Due Date : 22-Jan-2005
PO Number :43

Address:16424 Timothy Mission Bill to:David Garcia
Markville, AK 58294 US 86712 Rodriguez Crest

Arielmouth, FM 13713 US
Email:melvind0@example.net Tel:+(000)848-3067
sleekbill in Email:medinapaul@example.net
(GSTIN: 12345670 00070007 Site:https://www.walton-pacheco.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Pull score. 4.00

Reflect catch. 1.00

Late enjoy. 5.00

Total in words: four hundred and ninet-
y-seven point three one

Bank Name State Bank of California
Branch Name Raf CAMP

Bank Account Number 15872208

Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 484.41 USD

DISCOUNT(4.52%): (-) 21.9
TAX:VAT (4.03%): 19.54 USD

TOTAL : 497.31 USD
","Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  15872208
Bank Swift Code      SBININBB250",PO Number :43,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 484.41  USD,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.03%):  19.54 USD,TAX INVOICE,TOTAL : 497.31 USD,"Total in words:  four hundred and ninet-
y-seven point three one",Template1_Instance149.json
"Bill to:April Johnson
979 Nixon Loop Apt. 299
Clementstown, VI 98807 US
Tel:+(255)644-5939
Email:thompsonmatthew@example.com
Site:http://www.jackson.com/",Invoice Date: 21-Jul-1995,DISCOUNT(4.93%): (-)  39.88,Due Date : 07-May-1998,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"TAX INVOICE

Invoice Date: 21-Jul-1995
Due Date : 07-May-1998
PO Number :64

Address:16424 Timothy Mission Bill to:April Johnson
Markville, AK 58294 US 979 Nixon Loop Apt. 299

Clementstown, VI 98807 US
Email:melvind0@example.net Tel:+(255)644-5939
sleekbill in Email:thompsonmatthew@example.com
(GSTIN: 12345670 00070007 Site:http://www.jackson.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Top language. 1.00

Oil. 2.00

Per he together cold. 3.00

Expert society. 6.00

Total in words: eight hundred and thirt-
y-five point eight three

Bank Name Central Bank of California
Branch Name Raf CAMP

Bank Account Number 18212245

Bank Swift Code SBININBB250

Note:Total payment due in 14 days.

SUB_TOTAL : 808.91 USD

DISCOUNT(4.93%): (-) 39.88
TAX:VAT (6.06%): 49.00 USD

TOTAL : 835.83 USD
","Bank Name           Central Bank of California
Branch Name          Raf CAMP
Bank Account Number  18212245
Bank Swift Code      SBININBB250",PO Number :64,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 808.91  USD,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.06%):  49.00 USD,TAX INVOICE,TOTAL : 835.83 USD,"Total in words:  eight hundred and thirt-
y-five point eight three",Template1_Instance15.json
"Buyer :Christine Nelson
3398 Bradley Knoll Suite 881
West Kimberlyview, MA 78805 US
Tel:+(301)114-1388
Email:wilsondavid@example.org
Site:https://carr.info/",Date: 22-Apr-2018,DISCOUNT(4.6%): (-)  11.0,Due Date : 23-May-2012,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","COMMERCIAL INVOICE

Date: 22-Apr-2018
Due Date : 23-May-2012
PO Number :50

Address:16424 Timothy Mission Buyer :Christine Nelson

Markville, AK 58294 US 3398 Bradley Knoll Suite 881
West Kimberlyview, MA 78805 US

Email:melvind0@example.net Tel:+(301)114-1388

sleekbill in Email:wilsondavid@example.org

(GSTIN: 12345670 00070007 Site:https://carr.info/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Behind. 5.00

Employee ball. 3.00

Total in words: two hundred and thirty-
-eight point eight one

Bank Name State Bank of England
Branch Name Raf CAMP

Bank Account Number 19600859

Bank Swift Code SBININBB250

Note: All payments to be made in cash.
Contact us for queries on these quotations.

SUB_TOTAL : 239.18 $

DISCOUNT(4.6%): (-) 14
TAX:VAT (4.75%): 11.35

TOTAL : 238.81 $

.0
$
","Bank Name           State Bank of England
Branch Name          Raf CAMP
Bank Account Number  19600859
Bank Swift Code      SBININBB250",PO Number :50,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 239.18  $,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.75%):  11.35 $,COMMERCIAL INVOICE,TOTAL : 238.81 $,"Total in words:  two hundred and thirty-
-eight point eight one",Template1_Instance150.json
"Bill to:George Wise
3070 Kristy Terrace Apt. 782
Michaelside, MS 60547 US
Tel:+(319)551-2386
Email:mbrowning@example.net
Site:http://www.wagner-davis.com/",Invoice Date: 03-Apr-2019,DISCOUNT(2.96%): (-)  14.06,Due Date : 12-Mar-2015,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"COMMERCIAL INVOICE

Invoice Date: 03-Apr-2019
Due Date : 12-Mar-2015
PO Number :14

Address:16424 Timothy Mission Bill to:George Wise

Markville, AK 58294 US 3070 Kristy Terrace Apt. 782
Michaelside, MS 60547 US

Email:melvind0@example.net Tel:+(319)551-2386

sleekbill in Email:mbrowning@example.net

(GSTIN: 12345670 00070007 Site:http://www.wagner-davis.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Else travel. 6.00

Indicate wall. 3.00

Air cost among. 2.00

Total in words: four hundred and eig-
hty point eight seven

Bank Name State Bank of England
Branch Name Raf CAMP

Bank Account Number 16156344

Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 474.90 $

DISCOUNT(2.96%): (-) 14.06
TAX:VAT (4.46%): 21.17 $

TOTAL : 480.87 $
","Bank Name           State Bank of England
Branch Name          Raf CAMP
Bank Account Number  16156344
Bank Swift Code      SBININBB250",PO Number :14,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 474.90  $,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.46%):  21.17 $,COMMERCIAL INVOICE,TOTAL : 480.87 $,"Total in words:  four hundred and eig-
hty point eight seven",Template1_Instance151.json
"Bill to:Nathan Anderson
9025 Gilbert Expressway
East Jamieshire, VA 74517 US
Tel:+(091)553-6660
Email:diazcraig@example.net
Site:http://sanders-grant.org/",Invoice Date: 02-Aug-2018,DISCOUNT(2.68%): (-)  5.04,Due Date : 10-Dec-2004,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"COMMERCIAL INVOICE

Invoice Date: 02-Aug-2018
Due Date : 10-Dec-2004
PO Number :62

Address:16424 Timothy Mission Bill to:Nathan Anderson
Markville, AK 58294 US 9025 Gilbert Expressway

East Jamieshire, VA 74517 US
Email:melvind0@example.net Tel:+(091)553-6660
sleekbill in Email:diazcraig@example.net
(GSTIN: 12345670 00070007 Site:http://sanders-grant.org/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Most one. 3.00

Little enough. 1.00

Total in words: one hundred and nin-
ety point eight one

Bank Name State Bank of USA
Branch Name Raf CAMP

Bank Account Number 12730868
Bank Swift Code SBININBB250

Note:Total payment due in 14 days.

SUB_TOTAL : 187.90 $

DISCOUNT(2.68%): (-) 5.04
TAX:VAT (4.30%): 8.08 $

TOTAL : 190.81 $
","Bank Name           State Bank of USA
Branch Name          Raf CAMP
Bank Account Number  12730868
Bank Swift Code      SBININBB250",PO Number :62,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 187.90  $,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.30%):  8.08 $,COMMERCIAL INVOICE,TOTAL : 190.81 $,"Total in words:  one hundred and nin-
ety point eight one",Template1_Instance152.json
