BILL_TO,DATE,DISCOUNT,DUE_DATE,INVOICE_INFO,LOGO,NOTE,OTHER,SELLER_ADDRESS,SELLER_NAME,SUB_TOTAL,TABLE,TITLE,TOTAL,_source_file
"BILL_TO:
Carlos Peterson
7200 Adrian Divide
North Robert, WY 25186 US
Tel:+(850)395-0653
Email:amy16@example.org
Site:https://www.rojas.com/",Date: 21-Feb-1996,DISCOUNT(3.02%): (-)  18.17,Due Date : 10-Mar-2018,[],,"Note:
This order is shipped through blue dart courier","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

Carlos Peterson

7200 Adrian Divide

North Robert, WY 25186 US
Tel:+(850)395-0653
Email:amy16@example.org
Site:https://www.rojas.com/

TOTAL : 634.57 EUR

Due Date : 10-Mar-2018

Date: 21-Feb-1996

Description QUANTITY PRICE
When cultural. 2.00 $71.59
Wind kitchen interest. 5.00 $82.06
Home expect performance. 1.00 $48.30
SUB_TOTAL : 601.78 EUR
DISCOUNT(3.02%): (-) 18.17
Note:

This order is shipped through blue dart courier

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 601.78  EUR,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 634.57 EUR,Template4_Instance161.json
"BILL_TO:
Jill Bullock
465 John Forges
Derekburgh, GU 27173 US
Tel:+(213)493-6995
Email:lbailey@example.net
Site:https://www.maxwell-lambert.info/",Invoice Date: 26-Nov-1998,DISCOUNT(2.48%): (-)  8.69,Due Date : 17-Nov-2014,[],,"Note:
This order is shipped through blue dart courier","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

INVOICE

BILL_TO:

Jill Bullock

465 John Forges

Derekburgh, GU 27173 US
Tel:+(213)493-6995
Email:lbailey@example.net
Site:https://www.maxwell-lambert.info/

TOTAL : 363.69 USD

Due Date : 17-Nov-2014

Invoice Date: 26-Nov-1998

Description QUANTITY PRICE

Rest bag son. 4.00 $70.24

There relationship sign. 2.00 $27.65

Reduce training degree. 1.00 $10.81

Against happy table. 1.00 $3.26
SUB_TOTAL : 350.33 USD
DISCOUNT(2.48%): (-) 8.69

Note:

This order is shipped through blue dart courier

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 350.33  USD,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 363.69 USD,Template4_Instance162.json
"BILL_TO:
Holly Choi
3484 Brown Parkway
East Jerryside, AZ 34739 US
Tel:+(053)523-3450
Email:njoyce@example.net
Site:https://www.lee.info/",Invoice Date: 16-Jan-2018,DISCOUNT(1.97%): (-)  13.55,Due Date : 17-Jul-1997,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

TAX INVOICE TOTAL : 703.98 USD
BILL_TO:
Holly Choi
3484 Brown Parkway Due Date : 17-Jul-1997

East Jerryside, AZ 34739 US
Tel:+(053)523-3450
Email:njoyce@example.net
Site:https://www.lee.info/

Invoice Date: 16-Jan-2018

Description QUANTITY PRICE
With edge. 2.00 $44.94
Involve hair. 6.00 $8.95
Friend candidate my. 2.00 $55.63
Summer whole information. 6.00 $5.74
Receive practice. 4.00 $99.66

SUB_TOTAL : 687.92 USD
DISCOUNT(1.97%): (-) 13.55

Thank you for your business!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 687.92  USD,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 703.98 USD,Template4_Instance163.json
"BILL_TO:
Joshua Morris
49437 Tricia Views Suite 085
Jayfurt, AZ 64355 US
Tel:+(027)558-9748
Email:dominique95@example.org
Site:https://www.roberts-acosta.net/",Invoice Date: 22-Mar-1993,DISCOUNT(3.58%): (-)  15.09,Due Date : 27-Jul-2001,[],,Thank you for choosing us!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

TAX INVOICE TOTAL : 438.47 $
BILL_TO:
Joshua Morris
49437 Tricia Views Suite 085 Due Date : 27-Jul-2001

Jayfurt, AZ 64355 US
Tel:+(027)558-9748
Email:dominique95@example.org
Site:https://www.roberts-acosta.net/

Invoice Date: 22-Mar-1993

Description QUANTITY PRICE
Born one. 1.00 $21.38
Rock simple. 5.00 $18.97
Pass rule risk. 5.00 $61.07

SUB_TOTAL : 421.58 $
DISCOUNT(3.58%): (-) 15.09

Thank you for choosing us!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 421.58  $,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 438.47 $,Template4_Instance164.json
"BILL_TO:
Kyle Smith
56808 Gina Trafficway
East Anitaside, AK 82502 US
Tel:+(184)851-1480
Email:ufrench@example.net
Site:https://www.chang.net/",Invoice Date: 14-Jun-1997,DISCOUNT(2.63%): (-)  14.57,Due Date : 07-Jun-2004,[],,Thank you for choosing us!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE TOTAL : 569.77 EUR
BILL_TO:
Kyle Smith
56808 Gina Trafficway Due Date : 07-Jun-2004

East Anitaside, AK 82502 US
Tel:+(184)851-1480
Email:ufrench@example.net
Site:https://www.chang.net/

Invoice Date: 14-Jun-1997

Description QUANTITY PRICE
Manager become close. 5.00 $31.20
Experience leader find. 5.00 $2.89

Project we whom. 6.00 $63.90

SUB_TOTAL : 553.85 EUR
DISCOUNT(2.63%): (-) 14.57

Thank you for choosing us!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 553.85  EUR,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 569.77 EUR,Template4_Instance165.json
"BILL_TO:
Becky Garcia
443 Melissa Pass
Burtonton, MD 73613 US
Tel:+(307)117-7589
Email:rodneywright@example.com
Site:http://www.ortiz-huffman.com/",Date: 07-May-1998,DISCOUNT(2.03%): (-)  4.92,Due Date : 24-Mar-2019,[],,Note:Total payment due in 14 days.,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

COMMERCIAL INVOICE TOTAL : 247.63 $
BILL_TO:
Becky Garcia
443 Melissa Pass Due Date : 24-Mar-2019

Burtonton, MD 73613 US
Tel:+(307)117-7589
Email:rodneywright@example.com
Site:http://www.ortiz-huffman.com/

Date: 07-May-1998

Description QUANTITY PRICE
Child. 4.00 $2.79
Medical police. 3.00 $5.11
Defense fight. 5.00 $28.97
Subject within. 3.00 $23.73

SUB_TOTAL : 242.53 $
DISCOUNT(2.03%): (-) 4.92

Note:Total payment due in 14 days.
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 242.53  $,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 247.63 $,Template4_Instance166.json
"BILL_TO:
Michael Fisher
941 Hale Stravenue Apt. 588
Lanefort, LA 88605 US
Tel:+(516)956-7703
Email:ortizjohn@example.com
Site:http://duncan-macias.net/",Invoice Date: 22-Sep-2004,DISCOUNT(1.47%): (-)  3.16,Due Date : 05-Sep-2021,[],,"Note:
This order is shipped through blue dart courier","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

INVOICE

BILL_TO:

Michael Fisher

941 Hale Stravenue Apt. 588
Lanefort, LA 88605 US
Tel:+(516)956-7703
Email:ortizjohn@example.com
Site:http://duncan-macias.net/

TOTAL : 220.16 EUR

Due Date : 05-Sep-2021

Invoice Date: 22-Sep-2004

Description QUANTITY PRICE

Marriage effort throw. 6.00 $0.76

Now. 1.00 $9.75

First spring. 2.00 $12.68

Issue child. 1.00 $60.45

Especially bill set step. 2.00 $57.39
SUB_TOTAL : 214.90 EUR
DISCOUNT(1.47%): (-) 3.16

Note:

This order is shipped through blue dart courier

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 214.90  EUR,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 220.16 EUR,Template4_Instance167.json
"BILL_TO:
Carlos Sanchez
293 Rosales Harbors
New Erin, AZ 54868 US
Tel:+(529)571-3210
Email:becky35@example.net
Site:https://www.bates-bailey.info/",Date: 08-Oct-2018,DISCOUNT(3.01%): (-)  15.0,Due Date : 09-Jun-2014,[],,"Note:
This order is shipped through blue dart courier","tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

COMMERCIAL INVOICE TOTAL : 512.08 EUR
BILL_TO:
Carlos Sanchez
293 Rosales Harbors Due Date : 09-Jun-2014

New Erin, AZ 54868 US
Tel:+(529)571-3210
Email:becky35@example.net
Site:https://www.bates-bailey.info/

Date: 08-Oct-2018

Description QUANTITY PRICE
Truth defense development indeed. 5.00 $64.23
Hair while. 2.00 $88.55

SUB_TOTAL : 498.25 EUR
DISCOUNT(3.01%): (-) 15.0

Note:
This order is shipped through blue dart courier
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 498.25  EUR,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 512.08 EUR,Template4_Instance168.json
"BILL_TO:
Chad Lopez
31878 Jennifer Fields Suite 090
Christopherborough, ME 40160 US
Tel:+(418)431-6790
Email:martha17@example.com
Site:http://www.alexander-castro.biz/",Date: 23-Jul-2022,DISCOUNT(1.11%): (-)  7.98,Due Date : 22-Mar-2007,[],,Note:Total payment due in 14 days.,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

Chad Lopez

31878 Jennifer Fields Suite 090
Christopherborough, ME 40160 US
Tel:+(418)431-6790
Email:martha17@example.com
Site:http://www.alexander-castro.biz/

TOTAL : 720.84 USD

Due Date : 22-Mar-2007

Date: 23-Jul-2022

Description QUANTITY PRICE
Exactly garden. 4.00 $51.13
Around player discover. 6.00 $80.68
Modern moment. 3.00 $10.16

SUB_TOTAL : 719.08 USD
DISCOUNT(1.11%): (-) 7.98

Note:Total payment due in 14 days.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 719.08  USD,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 720.84 USD,Template4_Instance169.json
"BILL_TO:
Cody Rodriguez
27318 Gregory Stream
New Phillip, IA 73842 US
Tel:+(331)669-9405
Email:joanna40@example.org
Site:https://www.mclean.biz/",Invoice Date: 07-Aug-2013,DISCOUNT(3.22%): (-)  3.84,Due Date : 15-Jan-2012,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

Cody Rodriguez

27318 Gregory Stream

New Phillip, IA 73842 US
Tel:+(331)669-9405
Email:joanna40@example.org
Site:https://www.mclean.biz/

TOTAL : 122.70 $

Due Date : 15-Jan-2012

Invoice Date: 07-Aug-2013

Description QUANTITY PRICE
Only nice. 6.00 $11.05
Range book yourself. 4.00 $13.21

SUB_TOTAL : 119.14 $
DISCOUNT(3.22%): (-) 3.84

Note: All payments to be made in cash.
Contact us for queries on these quotations.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 119.14  $,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 122.70 $,Template4_Instance17.json
"BILL_TO:
Brian Henderson
527 John Island
Larryfurt, CA 88846 US
Tel:+(304)496-7876
Email:xnelson@example.net
Site:http://ochoa-montgomery.info/",Date: 27-Jul-2009,DISCOUNT(3.55%): (-)  31.91,Due Date : 08-Nov-2017,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE TOTAL : 915.94 $
BILL_TO:
Brian Henderson
527 John Island Due Date : 08-Nov-2017

Larryfurt, CA 88846 US
Tel:+(304)496-7876
Email:xnelson@example.net
Site:http://ochoa-montgomery.info/

Date: 27-Jul-2009

Description QUANTITY PRICE
Dog difficult follow consumer. 6.00 $66.33
Character senior. 3.00 $9.60

Against size door. 2.00 $59.73
Rise policy notice. 5.00 $70.52

SUB_TOTAL : 898.84 $
DISCOUNT(3.55%): (-) 31.94

Note: All payments to be made in cash.
Contact us for queries on these quotations.
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 898.84  $,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 915.94 $,Template4_Instance170.json
"BILL_TO:
Patricia Jacobs DDS
87065 Bass Divide Suite 021
Port Joseph, NC 95342 US
Tel:+(030)152-1814
Email:emassey@example.com
Site:http://www.brown-forbes.biz/",Date: 17-Jun-2019,DISCOUNT(2.06%): (-)  21.94,Due Date : 05-Sep-2014,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

Patricia Jacobs DDS

87065 Bass Divide Suite 021

Port Joseph, NC 95342 US
Tel:+(030)152-1814
Email:emassey@example.com
Site:http:/www.brown-forbes.biz/

TOTAL : 1095.52 USD

Due Date : 05-Sep-2014

Date: 17-Jun-2019

Description QUANTITY PRICE
Six experience. 6.00 $76.19
Not day. 4.00 $98.11
Wind guess. 4.00 $33.32
Individual just air. 2.00 $41.16

SUB_TOTAL : 1065.18 USD
DISCOUNT(2.06%): (-) 21.94

Note: All payments to be made in cash.
Contact us for queries on these quotations.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 1065.18  USD,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 1095.52 USD,Template4_Instance171.json
"BILL_TO:
Zachary Oneal
754 Mcdowell Path
New Gabrielchester, NY 26427 US
Tel:+(157)668-0122
Email:ibenton@example.net
Site:http://www.walters.com/",Date: 10-May-2021,DISCOUNT(2.92%): (-)  12.69,Due Date : 05-Jul-1994,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

COMMERCIAL INVOICE TOTAL : 446.31 EUR
BILL_TO:
Zachary Oneal
754 Mcdowell Path Due Date : 05-Jul-1994

New Gabrielchester, NY 26427 US
Tel:+(157)668-0122
Email:ibenton@example.net
Site:http://www.walters.com/

Date: 10-May-2021

Description QUANTITY PRICE
Catch price leave evidence. 2.00 $36.80
Sign play Mr. 6.00 $6.71

No course. 4.00 $25.37
Large. 1.00 $22.15
Chair join husband. 2.00 $98.50

SUB_TOTAL : 434.49 EUR
DISCOUNT(2.92%): (-) 12.69

Thank you for your business!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 434.49  EUR,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 446.31 EUR,Template4_Instance172.json
"BILL_TO:
Joy Doyle
9458 Candace Lights Apt. 640
Jacquelinechester, DC 08788 US
Tel:+(765)273-4040
Email:cbarrett@example.net
Site:https://www.jackson.org/",Invoice Date: 05-Oct-1999,DISCOUNT(4.28%): (-)  5.75,Due Date : 16-Nov-2018,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

INVOICE

BILL_TO:

Joy Doyle

9458 Candace Lights Apt. 640
Jacquelinechester, DC 08788 US
Tel:+(765)273-4040
Email:cbarrett@example.net
Site:https://www.jackson.org/

TOTAL : 136.05 EUR

Due Date : 16-Nov-2018

Invoice Date: 05-Oct-1999

Description QUANTITY PRICE
Impact miss floor. 1.00 $23.26
Audience night before. 2.00 $55.59

SUB_TOTAL : 134.44 EUR
DISCOUNT(4.28%): (-) 5.75

Note: All payments to be made in cash.
Contact us for queries on these quotations.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 134.44  EUR,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 136.05 EUR,Template4_Instance173.json
"BILL_TO:
Jeffrey Williams
5430 Rice Forges
West David, WV 03058 US
Tel:+(012)730-5612
Email:dennisfoley@example.com
Site:https://brooks-kim.net/",Invoice Date: 04-Oct-2007,DISCOUNT(1.87%): (-)  29.9,Due Date : 25-Mar-2020,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

COMMERCIAL INVOICE TOTAL : 1598.79 $
BILL_TO:
Jeffrey Williams
5430 Rice Forges Due Date : 25-Mar-2020

West David, WV 03058 US
Tel:+(012)730-5612
Email:dennisfoley@example.com
Site:https://brooks-kim.net/

Invoice Date: 04-Oct-2007

Description QUANTITY PRICE
Movie by. 6.00 $70.33
Perhaps group piece. 5.00 $80.91
That just. 5.00 $92.08
Education share send exactly. 4.00 $62.79
Sort their. 6.00 $10.11

SUB_TOTAL : 1598.75 $
DISCOUNT(1.87%): (-) 29.9

Thank you for your business!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 1598.75  $,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 1598.79 $,Template4_Instance174.json
"BILL_TO:
Heather Hudson
669 Rodriguez Vista
Susanside, MD 23494 US
Tel:+(684)723-7863
Email:ethanduran@example.com
Site:http://www.terrell.com/",Invoice Date: 10-Apr-2008,DISCOUNT(1.17%): (-)  2.69,Due Date : 25-Mar-1998,[],,Note:Total payment due in 14 days.,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

TAX INVOICE

BILL_TO:

Heather Hudson

669 Rodriguez Vista

Susanside, MD 23494 US
Tel:+(684)723-7863
Email:ethanduran@example.com
Site:http://www.terrell.com/

TOTAL : 234.87 USD

Due Date : 25-Mar-1998

Invoice Date: 10-Apr-2008

Description QUANTITY PRICE
Represent game teach. 3.00 $68.80
North choice new test. 2.00 $11.66

SUB_TOTAL : 229.72 USD
DISCOUNT(1.17%): (-) 2.69

Note:Total payment due in 14 days.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 229.72  USD,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 234.87 USD,Template4_Instance175.json
"BILL_TO:
Laurie Lopez
245 Reynolds Lights
West Kyle, WI 60349 US
Tel:+(813)957-3697
Email:haleytimothy@example.net
Site:https://www.howard-mack.net/",Date: 06-Apr-2000,DISCOUNT(3.23%): (-)  29.56,Due Date : 03-Jul-2013,[],,Thank you for choosing us!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE TOTAL : 955.61 EUR
BILL_TO:
Laurie Lopez
245 Reynolds Lights Due Date : 03-Jul-2013

West Kyle, WI 60349 US
Tel:+(813)957-3697
Email:haleytimothy@example.net
Site:https://www.howard-mack.net/

Date: 06-Apr-2000

Description QUANTITY PRICE
Wrong scientist over. 4.00 $83.08
Eye edge police. 6.00 $77.89
Learn of. 6.00 $19.26

SUB_TOTAL : 915.22 EUR
DISCOUNT(3.23%): (-) 29.56

Thank you for choosing us!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 915.22  EUR,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 955.61 EUR,Template4_Instance176.json
"BILL_TO:
Sabrina Vargas
466 White Ports Apt. 548
Priceville, ID 77944 US
Tel:+(019)029-6471
Email:epatterson@example.org
Site:http://www.anderson-garner.com/",Date: 19-Feb-2015,DISCOUNT(1.35%): (-)  11.38,Due Date : 30-Oct-1995,[],,"Note:
This order is shipped through blue dart courier","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

TAX INVOICE

BILL_TO:

Sabrina Vargas

466 White Ports Apt. 548

Priceville, ID 77944 US
Tel:+(019)029-6471
Email:epatterson@example.org
Site:http:/(www.anderson-garner.com/

TOTAL : 850.68 USD

Due Date : 30-Oct-1995

Date: 19-Feb-2015

Description QUANTITY PRICE
Its prevent road majority. 4.00 $68.34
Television bill. 6.00 $88.39
Necessary believe. 1.00 $39.24
SUB_TOTAL : 842.94 USD
DISCOUNT(1.35%): (-) 11.38
Note:

This order is shipped through blue dart courier

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 842.94  USD,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 850.68 USD,Template4_Instance177.json
"BILL_TO:
Renee Vaughn MD
5010 Andrew Glens
Lake Jessicafurt, VA 28166 US
Tel:+(029)073-3176
Email:andersonapril@example.com
Site:http://johnson.com/",Date: 02-Sep-2014,DISCOUNT(4.98%): (-)  23.32,Due Date : 15-May-2022,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

Renee Vaughn MD

5010 Andrew Glens

Lake Jessicafurt, VA 28166 US
Tel:+(029)073-3176
Email:andersonapril@example.com
Site:http://johnson.com/

TOTAL : 470.80 $

Due Date : 15-May-2022

Date: 02-Sep-2014

Description QUANTITY PRICE
She push movement. 4.00 $15.11
Him pressure send. 1.00 $77.16
Race. 1.00 $52.31
Policy student. 3.00 $92.77

SUB_TOTAL : 468.22 $
DISCOUNT(4.98%): (-) 23.32

Note: All payments to be made in cash.
Contact us for queries on these quotations.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 468.22  $,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 470.80 $,Template4_Instance178.json
"BILL_TO:
William Rivas
8876 Tracy Freeway
East Danielview, FM 72927 US
Tel:+(609)543-3274
Email:lgibson@example.com
Site:http://davis-peterson.net/",Invoice Date: 02-Nov-2012,DISCOUNT(3.83%): (-)  34.08,Due Date : 24-Nov-1995,[],,"Note:
This order is shipped through blue dart courier","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

TAX INVOICE

BILL_TO:

William Rivas

8876 Tracy Freeway

East Danielview, FM 72927 US
Tel:+(609)543-3274
Email:lgibson@example.com
Site:http://davis-peterson.net/

TOTAL : 940.30 EUR

Due Date : 24-Nov-1995

Invoice Date: 02-Nov-2012

Description QUANTITY PRICE
Friend ahead. 6.00 $63.78
Certainly possible person. 5.00 $17.98
West different magazine. 6.00 $69.54
SUB_TOTAL : 889.82 EUR
DISCOUNT(3.83%): (-) 34.08
Note:

This order is shipped through blue dart courier

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 889.82  EUR,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 940.30 EUR,Template4_Instance179.json
"BILL_TO:
Nathan Oneal
561 Lori Cliffs Suite 364
Mariostad, IA 41938 US
Tel:+(300)149-2586
Email:hthomas@example.org
Site:https://www.chavez-wallace.com/",Invoice Date: 12-Dec-2009,DISCOUNT(4.55%): (-)  26.04,Due Date : 17-Sep-2002,[],,Thank you for choosing us!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

Nathan Oneal

561 Lori Cliffs Suite 364

Mariostad, IA 41938 US
Tel:+(300)149-2586
Email:hthomas@example.org
Site:https://www.chavez-wallace.com/

TOTAL : 566.66 USD

Due Date : 17-Sep-2002

Invoice Date: 12-Dec-2009

Description QUANTITY PRICE
Although exist peace. 6.00 $94.17
Director realize should. 1.00 $7.32

SUB_TOTAL : 572.34 USD
DISCOUNT(4.55%): (-) 26.04

Thank you for choosing us!

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 572.34  USD,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 566.66 USD,Template4_Instance18.json
