BILL_TO,CURRENCY,DATE,DATE_NORM,DISCOUNT_AMOUNT,DUE_DATE,DUE_DATE_NORM,INVOICE_INFO,NOTE,NUMBER,PO_NUMBER,SELLER_NAME,SUB_TOTAL_AMOUNT,TABLE,TAX,TAX_AMOUNT,TITLE,TOTAL,TOTAL_AMOUNT,TOTAL_WORDS,_source_file
"BILL_TO:
Dr. Larry Wilson
7551 William Mountains
North Kaylabury, NE 11422 US
Tel:+(218)238-0966
Email:eileen10@example.org
Site:http://anderson-lopez.org/",EUR,Date: 06-Feb-1993,1993-02-06,,Due Date : 05-Dec-2022,2022-12-05,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # INV/77-99/058,PO Number :85,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.76%):  35.13 EUR,35.13,INVOICE,TOTAL : 757.56 EUR,757.56,"Total in words:  seven hundred and fift-
y-seven point five six",Template3_Instance75.json
"BILL_TO:
Austin Allen
479 Kenneth Spring
Jacobport, FL 21911 US
Tel:+(540)523-0937
Email:pprice@example.org
Site:https://www.williams.com/",USD,Invoice Date: 04-Aug-2007,2007-08-04,,Due Date : 15-Jan-2001,2001-01-15,[],Note:Total payment due in 14 days.,INVOICE ID INV/01-62/982,PO Number :63,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.45%):  5.57 $,5.57,INVOICE,TOTAL : 127.75 $,127.75,"Total in words:  one hundred and twenty-
-seven point seven five",Template3_Instance76.json
"BILL_TO:
Amy Ellis
01033 Robert Crossroad Suite 739
Lake Alexis, IA 41671 US
Tel:+(342)912-5662
Email:evansdenise@example.org
Site:https://jennings-lewis.com/",EUR,Invoice Date: 13-Apr-2014,2014-04-13,,Due Date : 31-Oct-1999,1999-10-31,[],"Note:
This order is shipped through blue dart courier",Invoice number 5263-575,PO Number :24,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.96%):  22.18 EUR,22.18,COMMERCIAL INVOICE,TOTAL : 570.95 EUR,570.95,"Total in words:  five hundred and sev-
enty point nine five",Template3_Instance77.json
"BILL_TO:
Douglas Schneider
593 Ryan Fort Suite 278
Joanneville, MI 07468 US
Tel:+(312)390-5768
Email:ycarr@example.org
Site:https://jones.com/",EUR,Date: 06-Jul-1995,1995-07-06,,Due Date : 29-Oct-2010,2010-10-29,[],Thank you for your business!,INVOICE # 0916-074,PO Number :46,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.58%):  19.36 EUR,19.36,COMMERCIAL INVOICE,TOTAL : 543.60 EUR,543.6,"Total in words:  five hundred and fo-
rty-three point six",Template3_Instance78.json
"BILL_TO:
Erika Guzman
16582 Collins Landing
Port Christine, RI 73609 US
Tel:+(366)650-4233
Email:robertmoore@example.org
Site:http://webb-gamble.biz/",USD,Invoice Date: 03-Oct-1995,1995-10-03,,Due Date : 05-Aug-2002,2002-08-05,[],Thank you for choosing us!,Invoice number INV/48-10/854,PO Number :54,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.30%):  56.34 USD,56.34,INVOICE,TOTAL : 1346.74 USD,6.74,"Total in words:  one thousand, three hundred a-
nd forty-six point seven four",Template3_Instance79.json
"BILL_TO:
Jack Johnson
093 Stafford Ferry Suite 317
New Robert, VA 22277 US
Tel:+(891)830-6249
Email:justin40@example.net
Site:http://montgomery-mendoza.com/",EUR,Date: 19-Mar-2016,2016-03-19,,Due Date : 14-Jul-2019,2019-07-14,[],Thank you for choosing us!,INVOICE # INV/54-88/223,PO Number :74,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.67%):  12.35 EUR,12.35,INVOICE,TOTAL : 267.38 EUR,267.38,"Total in words:  two hundred and sixty--
seven point three eight",Template3_Instance8.json
"BILL_TO:
Susan Stewart
05057 Alexander Points Suite 479
Port Tommy, VT 17967 US
Tel:+(465)982-3487
Email:harrisamy@example.net
Site:http://www.brady.com/",EUR,Date: 31-Jan-2013,2013-01-31,,Due Date : 06-Mar-1995,1995-03-06,[],Thank you for choosing us!,INVOICE # 7Y5M2d-217,PO Number :89,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.01%):  28.99 EUR,28.99,COMMERCIAL INVOICE,TOTAL : 965.39 EUR,965.39,"Total in words:  nine hundred and sixty-
-five point three nine",Template3_Instance80.json
"BILL_TO:
Melissa Smith
74398 Spencer Mountains Suite 917
Stewartfort, VI 86106 US
Tel:+(521)658-4562
Email:fneal@example.com
Site:http://phillips.info/",EUR,Invoice Date: 24-Nov-2008,2008-11-24,,Due Date : 07-Jan-2021,2021-01-07,[],"Note:
This order is shipped through blue dart courier",Invoice number 1Y2M6d-212,PO Number :59,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.85%):  14.85 EUR,14.85,COMMERCIAL INVOICE,TOTAL : 221.04 EUR,221.04,"Total in words:  two hundred and twent-
y-one point zero four",Template3_Instance81.json
"BILL_TO:
Marissa Mahoney
4476 Evans Land
North Justin, KS 06125 US
Tel:+(107)201-3374
Email:horntyrone@example.org
Site:https://www.schaefer.com/",EUR,Date: 04-Dec-2005,2005-12-04,,Due Date : 30-May-2006,2006-05-30,[],Thank you for choosing us!,Invoice number 1784-499,PO Number :99,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.74%):  16.36 EUR,16.36,INVOICE,TOTAL : 436.33 EUR,436.33,"Total in words:  four hundred and thirt-
y-six point three three",Template3_Instance82.json
"BILL_TO:
Charlotte Chambers
9386 Molina Station Apt. 680
Jenniferfurt, MO 98653 US
Tel:+(861)665-7092
Email:brownlaura@example.org
Site:https://garcia.com/",EUR,Date: 24-Feb-2016,2016-02-24,,Due Date : 28-Sep-2007,2007-09-28,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number 0363-627,PO Number :87,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.71%):  4.84 EUR,4.84,TAX INVOICE,TOTAL : 105.38 EUR,105.38,"Total in words:  one hundred and fiv-
e point three eight",Template3_Instance83.json
"BILL_TO:
Jeffery Garcia
2639 Moore Spurs Apt. 916
North Jamesfurt, IA 99008 US
Tel:+(179)341-1688
Email:yadams@example.com
Site:https://austin.com/",EUR,Invoice Date: 15-Feb-1993,1993-02-15,,Due Date : 07-Sep-2022,2022-09-07,[],"Note:
This order is shipped through blue dart courier",Invoice number 5592-173,PO Number :22,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.04%):  16.30 EUR,16.3,TAX INVOICE,TOTAL : 328.58 EUR,328.58,"Total in words:  three hundred and twent-
y-eight point five eight",Template3_Instance84.json
"BILL_TO:
Heather Black
666 Elizabeth Meadow Suite 310
New Stephaniefort, FM 81040 US
Tel:+(667)773-7272
Email:cynthia40@example.com
Site:http://brooks.com/",USD,Invoice Date: 02-Jul-2005,2005-07-02,,Due Date : 09-Apr-1998,1998-04-09,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # INV/98-15/356,PO Number :37,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.31%):  17.74 $,17.74,TAX INVOICE,TOTAL : 418.88 $,418.88,"Total in words:  four hundred and eigh-
teen point eight eight",Template3_Instance85.json
"BILL_TO:
Kathryn Navarro
29858 Jackson Street
East Heatherfurt, CO 72110 US
Tel:+(635)943-0795
Email:peter04@example.org
Site:https://harris-dalton.com/",USD,Invoice Date: 09-Jul-2017,2017-07-09,,Due Date : 12-Jan-2022,2022-01-12,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number 4728-391,PO Number :18,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.77%):  21.43 $,21.43,COMMERCIAL INVOICE,TOTAL : 322.83 $,322.83,"Total in words:  three hundred and twent-
y-two point eight three",Template3_Instance86.json
"BILL_TO:
Paige Curry
41215 Cody Hills Apt. 990
Port Gary, NM 41727 US
Tel:+(352)716-2108
Email:wallerkyle@example.org
Site:http://www.hudson.com/",EUR,Date: 28-Sep-2015,2015-09-28,,Due Date : 04-Feb-2014,2014-02-04,[],Thank you for your business!,INVOICE # 0010-520,PO Number :36,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.67%):  26.49 EUR,26.49,COMMERCIAL INVOICE,TOTAL : 477.31 EUR,477.31,"Total in words:  four hundred and sevent-
y-seven point three one",Template3_Instance87.json
"BILL_TO:
Joseph Ramirez
3847 Edward Flats Suite 528
Taylorville, MP 16875 US
Tel:+(203)334-3943
Email:dorothy06@example.org
Site:http://valentine.com/",USD,Date: 22-Sep-2016,2016-09-22,,Due Date : 16-Feb-2009,2009-02-16,[],Thank you for your business!,INVOICE # 6716-402,PO Number :96,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.59%):  50.08 $,50.08,INVOICE,TOTAL : 930.54 $,930.54,"Total in words:  nine hundred and th-
irty point five four",Template3_Instance88.json
"BILL_TO:
Timothy Ibarra
5973 Smith Wells
South Katherineborough, DE 78154 US
Tel:+(927)503-5372
Email:kimberly20@example.net
Site:https://norris-hayden.com/",EUR,Date: 11-Mar-2008,2008-03-11,,Due Date : 10-Dec-2010,2010-12-10,[],"Note:
This order is shipped through blue dart courier",INVOICE # INV11884501,PO Number :49,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.89%):  27.61 EUR,27.61,COMMERCIAL INVOICE,TOTAL : 473.93 EUR,473.93,"Total in words:  four hundred and sevent-
y-three point nine three",Template3_Instance89.json
"BILL_TO:
Rebecca Gray
9583 White Green Apt. 110
Port Nicholas, OR 66999 US
Tel:+(980)364-3481
Email:stevensonbrett@example.org
Site:https://www.hobbs.com/",USD,Date: 26-Feb-1996,1996-02-26,,Due Date : 25-Jan-2000,2000-01-25,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID INV02668839,PO Number :46,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.49%):  7.68 USD,7.68,COMMERCIAL INVOICE,TOTAL : 176.52 USD,176.52,"Total in words:  one hundred and seven-
ty-six point five two",Template3_Instance9.json
"BILL_TO:
Jared Perkins
1514 Lori Vista
South Justin, KS 24669 US
Tel:+(026)701-3788
Email:cassandra69@example.net
Site:http://meyer-baker.org/",EUR,Invoice Date: 06-Nov-2004,2004-11-06,,Due Date : 11-Dec-2011,2011-12-11,[],Thank you for your business!,Invoice number INV/61-65/309,PO Number :52,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.98%):  3.71 EUR,3.71,TAX INVOICE,TOTAL : 94.63 EUR,94.63,"Total in words:  ninety-four p-
oint six three",Template3_Instance90.json
"BILL_TO:
Antonio Wilson
6749 Glenn Valleys Apt. 184
Robertton, MI 16270 US
Tel:+(603)352-0530
Email:robbinsmelissa@example.net
Site:http://collier-mason.org/",EUR,Invoice Date: 07-Sep-2021,2021-09-07,,Due Date : 07-Aug-2012,2012-08-07,[],Note:Total payment due in 14 days.,Invoice number 9829-982,PO Number :56,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.07%):  67.42 EUR,67.42,TAX INVOICE,TOTAL : 1135.63 EUR,5.63,"Total in words:  one thousand, one hundred an-
d thirty-five point six three",Template3_Instance91.json
"BILL_TO:
Karen Evans
4198 Heather Forge Apt. 808
South Samanthaborough, RI 01606 US
Tel:+(904)006-5102
Email:heidilee@example.org
Site:https://mathis.com/",USD,Date: 07-Jul-2011,2011-07-07,,Due Date : 23-Jul-1993,1993-07-23,[],"Note:
This order is shipped through blue dart courier",INVOICE ID INV03010608,PO Number :66,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.01%):  29.02 USD,29.02,TAX INVOICE,TOTAL : 488.86 USD,488.86,"Total in words:  four hundred and eight-
y-eight point eight six",Template3_Instance92.json
"BILL_TO:
Evan Blackwell
369 Cortez Village
South Edward, NH 51139 US
Tel:+(204)396-6688
Email:jenniferorozco@example.org
Site:https://www.heath-ayala.com/",EUR,Date: 26-Feb-2007,2007-02-26,,Due Date : 15-Aug-2009,2009-08-15,[],"Note:
This order is shipped through blue dart courier",Invoice number INV/89-14/498,PO Number :02,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.22%):  20.08 EUR,20.08,COMMERCIAL INVOICE,TOTAL : 389.10 EUR,389.1,"Total in words:  three hundred and e-
ighty-nine point one",Template3_Instance93.json
"BILL_TO:
Courtney Flores
506 Sutton Trail
Gibsonfort, MI 58106 US
Tel:+(395)089-8671
Email:kimberlymann@example.com
Site:http://www.mcneil.com/",EUR,Date: 24-Apr-1998,1998-04-24,,Due Date : 22-Dec-1997,1997-12-22,[],Thank you for your business!,Invoice number INV/75-14/456,PO Number :81,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.82%):  14.96 EUR,14.96,INVOICE,TOTAL : 388.60 EUR,388.6,"Total in words:  three hundred and ei-
ghty-eight point six",Template3_Instance94.json
"BILL_TO:
Jacob Sullivan
19800 Alan Point
South Amanda, VT 14184 US
Tel:+(496)662-1155
Email:cgarcia@example.org
Site:http://watts.net/",USD,Invoice Date: 08-Jul-2004,2004-07-08,,Due Date : 16-Feb-2001,2001-02-16,[],Note:Total payment due in 14 days.,INVOICE ID INV/62-70/792,PO Number :97,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.75%):  16.53 USD,16.53,COMMERCIAL INVOICE,TOTAL : 442.40 USD,442.4,"Total in words:  four hundred and f-
orty-two point four",Template3_Instance95.json
"BILL_TO:
Jessica Pope
3425 Brady Corners Apt. 969
Johnhaven, PR 43118 US
Tel:+(126)911-6377
Email:xsolomon@example.net
Site:http://www.dillon-wood.com/",EUR,Invoice Date: 06-May-2019,2019-05-06,,Due Date : 12-Feb-2021,2021-02-12,[],"Note:
This order is shipped through blue dart courier",INVOICE # 3Y5M5d-853,PO Number :63,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.81%):  19.29 EUR,19.29,TAX INVOICE,TOTAL : 411.03 EUR,411.03,"Total in words:  four hundred and ele-
ven point zero three",Template3_Instance96.json
"BILL_TO:
Marilyn Fisher
5773 Rodriguez Lights
New Sarah, GU 66725 US
Tel:+(314)286-6942
Email:robin59@example.org
Site:http://www.hammond.biz/",USD,Invoice Date: 01-Sep-2022,2022-09-01,,Due Date : 21-Dec-2000,2000-12-21,[],"Note:
This order is shipped through blue dart courier",INVOICE ID 3980-697,PO Number :65,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.93%):  66.44 $,66.44,TAX INVOICE,TOTAL : 1385.50 $,5.5,"Total in words:  one thousand, three hundred-
and eighty-five point five",Template3_Instance97.json
"BILL_TO:
Jacqueline Sanders
3328 Mullins Orchard Apt. 935
Lake Christopher, VI 59601 US
Tel:+(945)591-7613
Email:dennis29@example.com
Site:https://allen.info/",USD,Date: 18-Sep-2021,2021-09-18,,Due Date : 12-Nov-2012,2012-11-12,[],Thank you for your business!,INVOICE # 2177-597,PO Number :93,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.40%):  37.65 $,37.65,COMMERCIAL INVOICE,TOTAL : 1094.17 $,4.17,"Total in words:  one thousand and ninet-
y-four point one seven",Template3_Instance98.json
"BILL_TO:
Shawn Schultz
5611 Wallace Roads
West Bryanfort, NC 80177 US
Tel:+(801)864-3280
Email:fhuerta@example.com
Site:http://garza.com/",USD,Date: 19-May-2018,2018-05-19,,Due Date : 14-Mar-2007,2007-03-14,[],"Note:
This order is shipped through blue dart courier",INVOICE # INV41636514,PO Number :70,"Kirk, Murphy and Daniels",,"[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.24%):  4.58 USD,4.58,INVOICE,TOTAL : 144.01 USD,144.01,"Total in words:  one hundred and fort-
y-four point zero one",Template3_Instance99.json
