BUYER,BUYER_addr_line1,BUYER_addr_line2,BUYER_city_state_postal_country,BUYER_email,BUYER_name,BUYER_raw,BUYER_site,BUYER_tel,CURRENCY,DATE,DATE_NORM,DISCOUNT_AMOUNT,GST(7%),GSTIN,INVOICE_INFO,NUMBER,SELLER_ADDRESS,SELLER_NAME,SELLER_addr_line1,SELLER_addr_line2,SELLER_city_state_postal_country,SELLER_email,SELLER_name,SELLER_raw,SELLER_site,SELLER_tel,SUB_TOTAL,SUB_TOTAL_AMOUNT,TABLE,TAX_AMOUNT,TITLE,TOTAL,TOTAL_AMOUNT,_source_file
"Buyer :Kelly Hendrix
24926 Sandra Spur Apt. 883
South Michael, ME 90172 US
Tel:+(099)761-8294
Email:joshua31@example.net
Site:https://baker-richardson.com/",24926 Sandra Spur Apt. 883,"South Michael, ME 90172 US",,joshua31@example.net,Buyer :Kelly Hendrix,"Buyer :Kelly Hendrix | 24926 Sandra Spur Apt. 883 | South Michael, ME 90172 US | Tel:+(099)761-8294 | Email:joshua31@example.net | Site:https://baker-richardson.com/",https://baker-richardson.com/,+(099)761-8294,USD,Invoice Date: 21-Feb-2011,2011-02-21,,GST(7%) : 49.84,GSTIN: 33123456789102Z1,[],INVOICE ID INV75415141,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 711.98  USD,711.98,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 745.66 USD,745.66,Template2_Instance120.json
"Buyer :Christine Shaw
40368 Cory Brook Apt. 357
Lake Julie, OK 33970 US
Tel:+(064)389-3596
Email:brittany56@example.net
Site:https://www.wood-obrien.info/",40368 Cory Brook Apt. 357,"Lake Julie, OK 33970 US",,brittany56@example.net,Buyer :Christine Shaw,"Buyer :Christine Shaw | 40368 Cory Brook Apt. 357 | Lake Julie, OK 33970 US | Tel:+(064)389-3596 | Email:brittany56@example.net | Site:https://www.wood-obrien.info/",https://www.wood-obrien.info/,+(064)389-3596,EUR,Invoice Date: 21-May-1995,1995-05-21,,GST(7%) : 48.23,GSTIN: 33123456789102Z1,[],Invoice number 0887-909,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 689.03  EUR,689.03,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 713.69 EUR,713.69,Template2_Instance121.json
"Buyer :Jason Brown
160 Christine Plains
South Pamela, WA 59544 US
Tel:+(189)721-1007
Email:jcopeland@example.com
Site:https://fischer.com/",160 Christine Plains,"South Pamela, WA 59544 US",,jcopeland@example.com,Buyer :Jason Brown,"Buyer :Jason Brown | 160 Christine Plains | South Pamela, WA 59544 US | Tel:+(189)721-1007 | Email:jcopeland@example.com | Site:https://fischer.com/",https://fischer.com/,+(189)721-1007,EUR,Invoice Date: 25-Feb-2012,2012-02-25,,GST(7%) : 37.94,GSTIN: 33123456789102Z1,[],INVOICE ID 1038-269,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 542.04  EUR,542.04,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 548.50 EUR,548.5,Template2_Instance122.json
"Bill to:William Wheeler
09511 Justin View Apt. 797
Leonardfort, CO 81659 US
Tel:+(516)206-3796
Email:ladkins@example.com
Site:https://www.mueller.com/",09511 Justin View Apt. 797,"Leonardfort, CO 81659 US",,ladkins@example.com,Bill to:William Wheeler,"Bill to:William Wheeler | 09511 Justin View Apt. 797 | Leonardfort, CO 81659 US | Tel:+(516)206-3796 | Email:ladkins@example.com | Site:https://www.mueller.com/",https://www.mueller.com/,+(516)206-3796,USD,Invoice Date: 12-Dec-2018,2018-12-12,,GST(7%) : 34.54,GSTIN: 33123456789102Z1,[],Invoice number INV/65-59/648,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 493.46  $,493.46,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 509.13 $,509.13,Template2_Instance123.json
"Bill to:Christopher Brown
0463 Brooks Lights
Jeremiahmouth, NY 27656 US
Tel:+(674)136-9281
Email:kenneth00@example.com
Site:http://payne.com/",0463 Brooks Lights,"Jeremiahmouth, NY 27656 US",,kenneth00@example.com,Bill to:Christopher Brown,"Bill to:Christopher Brown | 0463 Brooks Lights | Jeremiahmouth, NY 27656 US | Tel:+(674)136-9281 | Email:kenneth00@example.com | Site:http://payne.com/",http://payne.com/,+(674)136-9281,USD,Invoice Date: 21-Nov-2004,2004-11-21,,GST(7%) : 28.39,GSTIN: 33123456789102Z1,[],Invoice number 7Y6M3d-364,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 405.54  $,405.54,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 419.17 $,419.17,Template2_Instance124.json
"Buyer :Leslie Jensen
2528 Samantha Route Suite 059
Dunnmouth, RI 73823 US
Tel:+(864)169-9840
Email:marcusmills@example.com
Site:https://horton.org/",2528 Samantha Route Suite 059,"Dunnmouth, RI 73823 US",,marcusmills@example.com,Buyer :Leslie Jensen,"Buyer :Leslie Jensen | 2528 Samantha Route Suite 059 | Dunnmouth, RI 73823 US | Tel:+(864)169-9840 | Email:marcusmills@example.com | Site:https://horton.org/",https://horton.org/,+(864)169-9840,USD,Invoice Date: 04-Oct-2010,2010-10-04,,GST(7%) : 24.82,GSTIN: 33123456789102Z1,[],Invoice number INV/67-53/547,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 354.62  $,354.62,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 362.01 $,362.01,Template2_Instance125.json
"Buyer :Wayne Crawford
278 Erika Roads
South Diana, AL 07041 US
Tel:+(917)281-6893
Email:jeff30@example.net
Site:https://ray.com/",278 Erika Roads,"South Diana, AL 07041 US",,jeff30@example.net,Buyer :Wayne Crawford,"Buyer :Wayne Crawford | 278 Erika Roads | South Diana, AL 07041 US | Tel:+(917)281-6893 | Email:jeff30@example.net | Site:https://ray.com/",https://ray.com/,+(917)281-6893,USD,Date: 22-Sep-2011,2011-09-22,,GST(7%) : 47.09,GSTIN: 33123456789102Z1,[],INVOICE ID INV/82-93/559,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 672.70  USD,672.7,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 689.27 USD,689.27,Template2_Instance126.json
"Bill to:Julie Townsend
5825 Brian Hill
South Lisa, IN 55736 US
Tel:+(180)483-5755
Email:kingmichael@example.net
Site:https://wyatt-conley.com/",5825 Brian Hill,"South Lisa, IN 55736 US",,kingmichael@example.net,Bill to:Julie Townsend,"Bill to:Julie Townsend | 5825 Brian Hill | South Lisa, IN 55736 US | Tel:+(180)483-5755 | Email:kingmichael@example.net | Site:https://wyatt-conley.com/",https://wyatt-conley.com/,+(180)483-5755,USD,Date: 16-Apr-2017,2017-04-16,,GST(7%) : 31.04,GSTIN: 33123456789102Z1,[],Invoice number INV67831993,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 443.46  USD,443.46,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 455.08 USD,455.08,Template2_Instance127.json
"Bill to:Mason Pierce
936 Lambert Lodge Suite 511
Lawrencechester, MI 23501 US
Tel:+(717)712-8340
Email:amanda76@example.org
Site:http://www.holland.biz/",936 Lambert Lodge Suite 511,"Lawrencechester, MI 23501 US",,amanda76@example.org,Bill to:Mason Pierce,"Bill to:Mason Pierce | 936 Lambert Lodge Suite 511 | Lawrencechester, MI 23501 US | Tel:+(717)712-8340 | Email:amanda76@example.org | Site:http://www.holland.biz/",http://www.holland.biz/,+(717)712-8340,EUR,Invoice Date: 30-Dec-2007,2007-12-30,,GST(7%) : 60.41,GSTIN: 33123456789102Z1,[],INVOICE # INV21638475,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 863.05  EUR,863.05,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 902.46 EUR,902.46,Template2_Instance128.json
"Buyer :Amy Stewart
7777 Dennis Union Apt. 782
Lake Mollystad, WV 49826 US
Tel:+(326)454-9759
Email:awilson@example.com
Site:https://flores.net/",7777 Dennis Union Apt. 782,"Lake Mollystad, WV 49826 US",,awilson@example.com,Buyer :Amy Stewart,"Buyer :Amy Stewart | 7777 Dennis Union Apt. 782 | Lake Mollystad, WV 49826 US | Tel:+(326)454-9759 | Email:awilson@example.com | Site:https://flores.net/",https://flores.net/,+(326)454-9759,USD,Date: 02-Apr-2020,2020-04-02,,GST(7%) : 74.82,GSTIN: 33123456789102Z1,[],INVOICE ID INV03461906,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 1068.84  USD,8.84,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 1095.16 USD,5.16,Template2_Instance129.json
"Buyer :Chad Bernard
889 Jacqueline Wall
Christopherstad, CO 22615 US
Tel:+(572)667-9238
Email:ericgonzalez@example.com
Site:https://keller.org/",889 Jacqueline Wall,"Christopherstad, CO 22615 US",,ericgonzalez@example.com,Buyer :Chad Bernard,"Buyer :Chad Bernard | 889 Jacqueline Wall | Christopherstad, CO 22615 US | Tel:+(572)667-9238 | Email:ericgonzalez@example.com | Site:https://keller.org/",https://keller.org/,+(572)667-9238,USD,Invoice Date: 21-Sep-1996,1996-09-21,,GST(7%) : 75.45,GSTIN: 33123456789102Z1,[],INVOICE # INV/56-00/247,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 1077.92  USD,7.92,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 1103.01 USD,3.01,Template2_Instance13.json
"Buyer :Cynthia Maxwell MD
372 Griffin Vista Apt. 924
Port Robin, TX 93209 US
Tel:+(552)514-0488
Email:ryanwhitaker@example.com
Site:https://www.singh.com/",372 Griffin Vista Apt. 924,"Port Robin, TX 93209 US",,ryanwhitaker@example.com,Buyer :Cynthia Maxwell MD,"Buyer :Cynthia Maxwell MD | 372 Griffin Vista Apt. 924 | Port Robin, TX 93209 US | Tel:+(552)514-0488 | Email:ryanwhitaker@example.com | Site:https://www.singh.com/",https://www.singh.com/,+(552)514-0488,USD,Date: 07-Mar-2002,2002-03-07,,GST(7%) : 23.70,GSTIN: 33123456789102Z1,[],INVOICE ID INV/60-54/000,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 338.51  $,338.51,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 342.65 $,342.65,Template2_Instance130.json
"Buyer :Scott Edwards
658 Reid Heights
Rebeccaburgh, WA 29106 US
Tel:+(635)089-0697
Email:janet20@example.org
Site:https://www.carney.com/",658 Reid Heights,"Rebeccaburgh, WA 29106 US",,janet20@example.org,Buyer :Scott Edwards,"Buyer :Scott Edwards | 658 Reid Heights | Rebeccaburgh, WA 29106 US | Tel:+(635)089-0697 | Email:janet20@example.org | Site:https://www.carney.com/",https://www.carney.com/,+(635)089-0697,USD,Date: 04-Apr-2017,2017-04-04,,GST(7%) : 70.96,GSTIN: 33123456789102Z1,[],Invoice number INV75482400,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 1013.78  USD,3.78,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 1005.47 USD,5.47,Template2_Instance131.json
"Bill to:Melinda Ayala
362 Patricia Prairie
East Daniel, NV 77126 US
Tel:+(675)346-8607
Email:grace30@example.com
Site:http://turner-ward.com/",362 Patricia Prairie,"East Daniel, NV 77126 US",,grace30@example.com,Bill to:Melinda Ayala,"Bill to:Melinda Ayala | 362 Patricia Prairie | East Daniel, NV 77126 US | Tel:+(675)346-8607 | Email:grace30@example.com | Site:http://turner-ward.com/",http://turner-ward.com/,+(675)346-8607,EUR,Invoice Date: 29-Jun-2008,2008-06-29,,GST(7%) : 92.61,GSTIN: 33123456789102Z1,[],Invoice number INV/04-95/503,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 1322.97  EUR,2.97,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 1383.11 EUR,3.11,Template2_Instance132.json
"Bill to:Cameron Ward
8524 Williams Parkways
North Shellyside, WY 36538 US
Tel:+(162)566-7661
Email:stephaniehorton@example.org
Site:http://cole.com/",8524 Williams Parkways,"North Shellyside, WY 36538 US",,stephaniehorton@example.org,Bill to:Cameron Ward,"Bill to:Cameron Ward | 8524 Williams Parkways | North Shellyside, WY 36538 US | Tel:+(162)566-7661 | Email:stephaniehorton@example.org | Site:http://cole.com/",http://cole.com/,+(162)566-7661,USD,Invoice Date: 13-Jan-2002,2002-01-13,,GST(7%) : 45.64,GSTIN: 33123456789102Z1,[],INVOICE # 3Y2M2d-834,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 651.95  USD,651.95,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 663.64 USD,663.64,Template2_Instance133.json
"Buyer :Jeff Jones
8065 Linda Roads Suite 747
West Ryanview, AZ 32683 US
Tel:+(008)405-6318
Email:nfloyd@example.net
Site:https://snyder.com/",8065 Linda Roads Suite 747,"West Ryanview, AZ 32683 US",,nfloyd@example.net,Buyer :Jeff Jones,"Buyer :Jeff Jones | 8065 Linda Roads Suite 747 | West Ryanview, AZ 32683 US | Tel:+(008)405-6318 | Email:nfloyd@example.net | Site:https://snyder.com/",https://snyder.com/,+(008)405-6318,USD,Invoice Date: 24-Jul-1997,1997-07-24,,GST(7%) : 51.29,GSTIN: 33123456789102Z1,[],Invoice number 3545-805,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 732.68  $,732.68,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 766.13 $,766.13,Template2_Instance134.json
"Bill to:Gary Mcpherson
75445 King Path
Josephhaven, AL 20740 US
Tel:+(486)873-2950
Email:christopher70@example.net
Site:http://nunez.com/",75445 King Path,"Josephhaven, AL 20740 US",,christopher70@example.net,Bill to:Gary Mcpherson,"Bill to:Gary Mcpherson | 75445 King Path | Josephhaven, AL 20740 US | Tel:+(486)873-2950 | Email:christopher70@example.net | Site:http://nunez.com/",http://nunez.com/,+(486)873-2950,USD,Date: 23-Dec-1994,1994-12-23,,GST(7%) : 41.07,GSTIN: 33123456789102Z1,[],INVOICE ID INV36113866,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 586.70  $,586.7,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 599.39 $,599.39,Template2_Instance135.json
"Bill to:Samantha Taylor
9399 Farrell Trail
North Kaitlynburgh, MS 12571 US
Tel:+(067)562-2494
Email:garciarobin@example.org
Site:https://jackson.com/",9399 Farrell Trail,"North Kaitlynburgh, MS 12571 US",,garciarobin@example.org,Bill to:Samantha Taylor,"Bill to:Samantha Taylor | 9399 Farrell Trail | North Kaitlynburgh, MS 12571 US | Tel:+(067)562-2494 | Email:garciarobin@example.org | Site:https://jackson.com/",https://jackson.com/,+(067)562-2494,EUR,Invoice Date: 01-Oct-2007,2007-10-01,,GST(7%) : 53.53,GSTIN: 33123456789102Z1,[],Invoice number INV/90-12/743,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 764.74  EUR,764.74,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 780.36 EUR,780.36,Template2_Instance136.json
"Bill to:Aaron Robinson
070 Cooper Throughway Apt. 723
Codymouth, KY 60828 US
Tel:+(807)967-3387
Email:pmartin@example.com
Site:http://hernandez.com/",070 Cooper Throughway Apt. 723,"Codymouth, KY 60828 US",,pmartin@example.com,Bill to:Aaron Robinson,"Bill to:Aaron Robinson | 070 Cooper Throughway Apt. 723 | Codymouth, KY 60828 US | Tel:+(807)967-3387 | Email:pmartin@example.com | Site:http://hernandez.com/",http://hernandez.com/,+(807)967-3387,USD,Invoice Date: 09-Dec-2006,2006-12-09,,GST(7%) : 31.40,GSTIN: 33123456789102Z1,[],Invoice number 9736-411,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 448.58  $,448.58,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 470.15 $,470.15,Template2_Instance137.json
"Bill to:Michael Carroll
80316 Rojas Island Apt. 883
Millermouth, DC 25415 US
Tel:+(734)039-9926
Email:nmorris@example.org
Site:https://www.campbell.info/",80316 Rojas Island Apt. 883,"Millermouth, DC 25415 US",,nmorris@example.org,Bill to:Michael Carroll,"Bill to:Michael Carroll | 80316 Rojas Island Apt. 883 | Millermouth, DC 25415 US | Tel:+(734)039-9926 | Email:nmorris@example.org | Site:https://www.campbell.info/",https://www.campbell.info/,+(734)039-9926,USD,Date: 01-May-1993,1993-05-01,,GST(7%) : 18.27,GSTIN: 33123456789102Z1,[],INVOICE # INV/70-63/831,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 260.94  $,260.94,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 266.96 $,266.96,Template2_Instance138.json
"Buyer :Dr. Eileen Tucker
78137 Cesar Path Apt. 989
East Jenniferfurt, ID 74297 US
Tel:+(749)442-8618
Email:jacobprice@example.com
Site:https://www.ramsey.com/",78137 Cesar Path Apt. 989,"East Jenniferfurt, ID 74297 US",,jacobprice@example.com,Buyer :Dr. Eileen Tucker,"Buyer :Dr. Eileen Tucker | 78137 Cesar Path Apt. 989 | East Jenniferfurt, ID 74297 US | Tel:+(749)442-8618 | Email:jacobprice@example.com | Site:https://www.ramsey.com/",https://www.ramsey.com/,+(749)442-8618,USD,Invoice Date: 05-Mar-2014,2014-03-05,,GST(7%) : 46.58,GSTIN: 33123456789102Z1,[],INVOICE ID 5723-375,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 665.49  USD,665.49,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 674.42 USD,674.42,Template2_Instance139.json
"Bill to:John Miller
601 Porter Corner
Carolineton, PA 05568 US
Tel:+(436)287-6679
Email:anna25@example.org
Site:https://www.bryant.com/",601 Porter Corner,"Carolineton, PA 05568 US",,anna25@example.org,Bill to:John Miller,"Bill to:John Miller | 601 Porter Corner | Carolineton, PA 05568 US | Tel:+(436)287-6679 | Email:anna25@example.org | Site:https://www.bryant.com/",https://www.bryant.com/,+(436)287-6679,USD,Date: 29-Jun-2008,2008-06-29,,GST(7%) : 19.40,GSTIN: 33123456789102Z1,[],Invoice number INV/50-12/402,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 277.20  $,277.2,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 282.68 $,282.68,Template2_Instance14.json
"Bill to:Holly Miller
577 Flores Wells
West Robert, SC 54259 US
Tel:+(951)173-2036
Email:christopher09@example.com
Site:https://www.simmons-lopez.info/",577 Flores Wells,"West Robert, SC 54259 US",,christopher09@example.com,Bill to:Holly Miller,"Bill to:Holly Miller | 577 Flores Wells | West Robert, SC 54259 US | Tel:+(951)173-2036 | Email:christopher09@example.com | Site:https://www.simmons-lopez.info/",https://www.simmons-lopez.info/,+(951)173-2036,USD,Invoice Date: 03-Jan-2021,2021-01-03,,GST(7%) : 59.34,GSTIN: 33123456789102Z1,[],Invoice number INV45397361,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 847.74  $,847.74,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 877.41 $,877.41,Template2_Instance140.json
"Bill to:Philip Davis
2797 Reese Walks
South Ethan, DC 36865 US
Tel:+(596)576-1434
Email:milesivan@example.com
Site:https://long-reese.com/",2797 Reese Walks,"South Ethan, DC 36865 US",,milesivan@example.com,Bill to:Philip Davis,"Bill to:Philip Davis | 2797 Reese Walks | South Ethan, DC 36865 US | Tel:+(596)576-1434 | Email:milesivan@example.com | Site:https://long-reese.com/",https://long-reese.com/,+(596)576-1434,EUR,Date: 10-Jul-2014,2014-07-10,,GST(7%) : 52.65,GSTIN: 33123456789102Z1,[],Invoice number 5Y2M2d-891,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 752.16  EUR,752.16,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 748.41 EUR,748.41,Template2_Instance141.json
"Buyer :Tonya Moon
81843 Shane Extension
New Barbaraton, DC 71443 US
Tel:+(237)452-9498
Email:beltranbrian@example.org
Site:https://www.wade.com/",81843 Shane Extension,"New Barbaraton, DC 71443 US",,beltranbrian@example.org,Buyer :Tonya Moon,"Buyer :Tonya Moon | 81843 Shane Extension | New Barbaraton, DC 71443 US | Tel:+(237)452-9498 | Email:beltranbrian@example.org | Site:https://www.wade.com/",https://www.wade.com/,+(237)452-9498,USD,Date: 28-Feb-2013,2013-02-28,,GST(7%) : 52.27,GSTIN: 33123456789102Z1,[],INVOICE ID INV85295641,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 746.73  $,746.73,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 753.69 $,753.69,Template2_Instance142.json
